Roi,Fast Period,Slow Period,high & low Period,high & low Error,Gain Value
0.0,2,40,15,0.1,4.0
0.0,2,41,15,0.1,4.0
0.0,2,42,15,0.1,4.0
0.0,2,43,15,0.1,4.0
0.018410620000000166,2,44,15,0.1,4.0
0.0,2,45,15,0.1,4.0
0.0,2,46,15,0.1,4.0
0.0,2,47,15,0.1,4.0
0.0,2,48,15,0.1,4.0
0.024792719999999973,2,49,15,0.1,4.0
0.024487200000000035,2,50,15,0.1,4.0
0.0250176800000002,2,51,15,0.1,4.0
0.02486492000000012,2,52,15,0.1,4.0
0.0,2,53,15,0.1,4.0
0.0,2,54,15,0.1,4.0
0.0,2,55,15,0.1,4.0
0.0,2,56,15,0.1,4.0
0.0,2,57,15,0.1,4.0
0.0,2,58,15,0.1,4.0
0.018132839999999976,2,59,15,0.1,4.0
0.018285599999999836,2,60,15,0.1,4.0
0.018285599999999836,2,61,15,0.1,4.0
0.0178695,2,62,15,0.1,4.0
0.0178695,2,63,15,0.1,4.0
0.018757799399999966,2,64,15,0.1,4.0
0.0178695,2,65,15,0.1,4.0
0.018175019999999938,2,66,15,0.1,4.0
0.018251400000000088,2,67,15,0.1,4.0
0.018251400000000088,2,68,15,0.1,4.0
0.0178695,2,69,15,0.1,4.0
0.01809864000000001,2,70,15,0.1,4.0
0.018175019999999938,2,71,15,0.1,4.0
0.018251400000000088,2,72,15,0.1,4.0
0.0,2,73,15,0.1,4.0
0.0,2,74,15,0.1,4.0
0.018175019999999938,2,75,15,0.1,4.0
0.018251400000000088,2,76,15,0.1,4.0
0.018251400000000088,2,77,15,0.1,4.0
0.018251400000000088,2,78,15,0.1,4.0
0.0178695,2,79,15,0.1,4.0
0.0178695,2,80,15,0.1,4.0
0.0,3,40,15,0.1,4.0
0.0,3,41,15,0.1,4.0
0.0,3,42,15,0.1,4.0
0.0,3,43,15,0.1,4.0
0.0,3,44,15,0.1,4.0
0.0,3,45,15,0.1,4.0
0.0,3,46,15,0.1,4.0
0.0,3,47,15,0.1,4.0
0.0,3,48,15,0.1,4.0
0.0,3,49,15,0.1,4.0
0.0,3,50,15,0.1,4.0
0.0,3,51,15,0.1,4.0
0.024028920000000016,3,52,15,0.1,4.0
0.0,3,53,15,0.1,4.0
0.0,3,54,15,0.1,4.0
0.0,3,55,15,0.1,4.0
0.019278540000000018,3,56,15,0.1,4.0
0.01897301999999986,3,57,15,0.1,4.0
0.018132839999999976,3,58,15,0.1,4.0
0.018132839999999976,3,59,15,0.1,4.0
0.018285599999999836,3,60,15,0.1,4.0
0.018475599999999877,3,61,15,0.1,4.0
0.0,3,62,15,0.1,4.0
0.0178695,3,63,15,0.1,4.0
0.018757799399999966,3,64,15,0.1,4.0
0.017946259999999957,3,65,15,0.1,4.0
0.018251779999999895,3,66,15,0.1,4.0
0.01832816000000004,3,67,15,0.1,4.0
0.01832816000000004,3,68,15,0.1,4.0
0.017946259999999957,3,69,15,0.1,4.0
0.018175399999999967,3,70,15,0.1,4.0
0.018251779999999895,3,71,15,0.1,4.0
0.01832816000000004,3,72,15,0.1,4.0
0.0,3,73,15,0.1,4.0
0.0,3,74,15,0.1,4.0
0.018175019999999938,3,75,15,0.1,4.0
0.018251400000000088,3,76,15,0.1,4.0
0.018251400000000088,3,77,15,0.1,4.0
0.018251400000000088,3,78,15,0.1,4.0
0.017946259999999957,3,79,15,0.1,4.0
0.02349350000000007,3,80,15,0.1,4.0
0.0,4,40,15,0.1,4.0
0.0,4,41,15,0.1,4.0
0.0,4,42,15,0.1,4.0
0.0178752,4,43,15,0.1,4.0
0.018562620000000026,4,44,15,0.1,4.0
0.0,4,45,15,0.1,4.0
0.01802795999999986,4,46,15,0.1,4.0
0.0,4,47,15,0.1,4.0
0.0,4,48,15,0.1,4.0
0.0,4,49,15,0.1,4.0
0.0,4,50,15,0.1,4.0
0.0,4,51,15,0.1,4.0
0.0,4,52,15,0.1,4.0
0.0,4,53,15,0.1,4.0
0.0,4,54,15,0.1,4.0
0.019278540000000018,4,55,15,0.1,4.0
0.019278540000000018,4,56,15,0.1,4.0
0.01897301999999986,4,57,15,0.1,4.0
0.0,4,58,15,0.1,4.0
0.01832284000000002,4,59,15,0.1,4.0
0.018475599999999877,4,60,15,0.1,4.0
0.0,4,61,15,0.1,4.0
0.0,4,62,15,0.1,4.0
0.0,4,63,15,0.1,4.0
0.0,4,64,15,0.1,4.0
0.0,4,65,15,0.1,4.0
0.0,4,66,15,0.1,4.0
0.0,4,67,15,0.1,4.0
0.0,4,68,15,0.1,4.0
0.0,4,69,15,0.1,4.0
0.0,4,70,15,0.1,4.0
0.0,4,71,15,0.1,4.0
0.0,4,72,15,0.1,4.0
0.0,4,73,15,0.1,4.0
0.0,4,74,15,0.1,4.0
0.0,4,75,15,0.1,4.0
0.0,4,76,15,0.1,4.0
0.023875400000000154,4,77,15,0.1,4.0
0.023875400000000154,4,78,15,0.1,4.0
0.02349350000000007,4,79,15,0.1,4.0
0.02349350000000007,4,80,15,0.1,4.0
0.0,5,40,15,0.1,4.0
0.0,5,41,15,0.1,4.0
0.0,5,42,15,0.1,4.0
0.0178752,5,43,15,0.1,4.0
0.018562620000000026,5,44,15,0.1,4.0
0.0,5,45,15,0.1,4.0
0.0,5,46,15,0.1,4.0
0.0,5,47,15,0.1,4.0
0.0,5,48,15,0.1,4.0
0.01818071999999994,5,49,15,0.1,4.0
0.0178752,5,50,15,0.1,4.0
0.0,5,51,15,0.1,4.0
0.0,5,52,15,0.1,4.0
0.0,5,53,15,0.1,4.0
0.0,5,54,15,0.1,4.0
0.0,5,55,15,0.1,4.0
0.019278540000000018,5,56,15,0.1,4.0
0.0,5,57,15,0.1,4.0
0.0,5,58,15,0.1,4.0
0.0,5,59,15,0.1,4.0
0.0,5,60,15,0.1,4.0
0.0,5,61,15,0.1,4.0
0.0,5,62,15,0.1,4.0
0.0,5,63,15,0.1,4.0
0.0,5,64,15,0.1,4.0
0.0,5,65,15,0.1,4.0
0.0,5,66,15,0.1,4.0
0.0,5,67,15,0.1,4.0
0.0,5,68,15,0.1,4.0
0.0,5,69,15,0.1,4.0
0.0,5,70,15,0.1,4.0
0.0,5,71,15,0.1,4.0
0.0,5,72,15,0.1,4.0
0.0,5,73,15,0.1,4.0
0.0,5,74,15,0.1,4.0
0.0,5,75,15,0.1,4.0
0.0,5,76,15,0.1,4.0
0.023875400000000154,5,77,15,0.1,4.0
0.023875400000000154,5,78,15,0.1,4.0
0.0,5,79,15,0.1,4.0
0.0,5,80,15,0.1,4.0
0.0,6,40,15,0.1,4.0
0.0,6,41,15,0.1,4.0
0.0,6,42,15,0.1,4.0
0.0,6,43,15,0.1,4.0
0.0,6,44,15,0.1,4.0
0.0,6,45,15,0.1,4.0
0.0,6,46,15,0.1,4.0
0.0,6,47,15,0.1,4.0
0.0,6,48,15,0.1,4.0
0.0,6,49,15,0.1,4.0
0.0,6,50,15,0.1,4.0
0.0,6,51,15,0.1,4.0
0.0,6,52,15,0.1,4.0
0.0,6,53,15,0.1,4.0
0.0,6,54,15,0.1,4.0
0.0,6,55,15,0.1,4.0
0.0,6,56,15,0.1,4.0
0.02364701999999993,6,57,15,0.1,4.0
0.022806840000000043,6,58,15,0.1,4.0
0.022806840000000043,6,59,15,0.1,4.0
0.022959599999999903,6,60,15,0.1,4.0
0.022959599999999903,6,61,15,0.1,4.0
0.02334149999999999,6,62,15,0.1,4.0
0.0,6,63,15,0.1,4.0
0.0,6,64,15,0.1,4.0
0.0,6,65,15,0.1,4.0
0.0,6,66,15,0.1,4.0
0.0,6,67,15,0.1,4.0
0.0,6,68,15,0.1,4.0
0.02334149999999999,6,69,15,0.1,4.0
0.0,6,70,15,0.1,4.0
0.0,6,71,15,0.1,4.0
0.0,6,72,15,0.1,4.0
0.0,6,73,15,0.1,4.0
0.0,6,74,15,0.1,4.0
0.0,6,75,15,0.1,4.0
0.02372340000000008,6,76,15,0.1,4.0
0.023875400000000154,6,77,15,0.1,4.0
0.0,6,78,15,0.1,4.0
0.0,6,79,15,0.1,4.0
0.0,6,80,15,0.1,4.0
0.0,7,40,15,0.1,4.0
0.0,7,41,15,0.1,4.0
0.0,7,42,15,0.1,4.0
0.0,7,43,15,0.1,4.0
0.0,7,44,15,0.1,4.0
0.0,7,45,15,0.1,4.0
0.0,7,46,15,0.1,4.0
0.0,7,47,15,0.1,4.0
0.0,7,48,15,0.1,4.0
0.0,7,49,15,0.1,4.0
0.0,7,50,15,0.1,4.0
0.0,7,51,15,0.1,4.0
0.0,7,52,15,0.1,4.0
0.0,7,53,15,0.1,4.0
0.0,7,54,15,0.1,4.0
0.0,7,55,15,0.1,4.0
0.023952540000000088,7,56,15,0.1,4.0
0.02364701999999993,7,57,15,0.1,4.0
0.0,7,58,15,0.1,4.0
0.0,7,59,15,0.1,4.0
0.0,7,60,15,0.1,4.0
0.0,7,61,15,0.1,4.0
0.0,7,62,15,0.1,4.0
0.018857499999999965,7,63,15,0.1,4.0
0.0,7,64,15,0.1,4.0
0.0,7,65,15,0.1,4.0
0.0,7,66,15,0.1,4.0
0.0,7,67,15,0.1,4.0
0.0,7,68,15,0.1,4.0
0.0,7,69,15,0.1,4.0
0.02357064,7,70,15,0.1,4.0
0.02364701999999993,7,71,15,0.1,4.0
0.02372340000000008,7,72,15,0.1,4.0
0.0,7,73,15,0.1,4.0
0.022162192799999918,7,74,15,0.1,4.0
0.02364701999999993,7,75,15,0.1,4.0
0.02372340000000008,7,76,15,0.1,4.0
0.023875400000000154,7,77,15,0.1,4.0
0.023875400000000154,7,78,15,0.1,4.0
0.0,7,79,15,0.1,4.0
0.0,7,80,15,0.1,4.0
0.0,8,40,15,0.1,4.0
0.0,8,41,15,0.1,4.0
0.0,8,42,15,0.1,4.0
0.0,8,43,15,0.1,4.0
0.0,8,44,15,0.1,4.0
0.0,8,45,15,0.1,4.0
0.0,8,46,15,0.1,4.0
0.0,8,47,15,0.1,4.0
0.0,8,48,15,0.1,4.0
0.0,8,49,15,0.1,4.0
0.0,8,50,15,0.1,4.0
0.0,8,51,15,0.1,4.0
0.0,8,52,15,0.1,4.0
0.0,8,53,15,0.1,4.0
0.0,8,54,15,0.1,4.0
0.0,8,55,15,0.1,4.0
0.0,8,56,15,0.1,4.0
0.0,8,57,15,0.1,4.0
0.018132839999999976,8,58,15,0.1,4.0
0.0,8,59,15,0.1,4.0
0.0,8,60,15,0.1,4.0
0.0,8,61,15,0.1,4.0
0.0,8,62,15,0.1,4.0
0.018857499999999965,8,63,15,0.1,4.0
0.0,8,64,15,0.1,4.0
0.0,8,65,15,0.1,4.0
0.0,8,66,15,0.1,4.0
0.0,8,67,15,0.1,4.0
0.0,8,68,15,0.1,4.0
0.0,8,69,15,0.1,4.0
0.0,8,70,15,0.1,4.0
0.0,8,71,15,0.1,4.0
0.0,8,72,15,0.1,4.0
0.0,8,73,15,0.1,4.0
0.0,8,74,15,0.1,4.0
0.0,8,75,15,0.1,4.0
0.023875400000000154,8,76,15,0.1,4.0
0.023875400000000154,8,77,15,0.1,4.0
0.0,8,78,15,0.1,4.0
0.0,8,79,15,0.1,4.0
0.0,8,80,15,0.1,4.0
0.01845888000000001,9,40,15,0.1,4.0
0.01868802000000002,9,41,15,0.1,4.0
0.018571158600000047,9,42,15,0.1,4.0
0.01891716000000003,9,43,15,0.1,4.0
0.019604580000000055,9,44,15,0.1,4.0
0.018611640000000092,9,45,15,0.1,4.0
0.01906991999999989,9,46,15,0.1,4.0
0.0,9,47,15,0.1,4.0
