Roi,Fast Period,Slow Period,high & low Period,high & low Error,Gain Value
0.0,2,40,20,0.1,4.0
0.0,2,41,20,0.1,4.0
0.0,2,42,20,0.1,4.0
0.0,2,43,20,0.1,4.0
0.0,2,44,20,0.1,4.0
0.0,2,45,20,0.1,4.0
0.0,2,46,20,0.1,4.0
0.0,2,47,20,0.1,4.0
0.0,2,48,20,0.1,4.0
0.024792719999999973,2,49,20,0.1,4.0
0.024487200000000035,2,50,20,0.1,4.0
0.0250176800000002,2,51,20,0.1,4.0
0.02486492000000012,2,52,20,0.1,4.0
0.0,2,53,20,0.1,4.0
0.0,2,54,20,0.1,4.0
0.0,2,55,20,0.1,4.0
0.0,2,56,20,0.1,4.0
0.0,2,57,20,0.1,4.0
0.0,2,58,20,0.1,4.0
0.01832284000000002,2,59,20,0.1,4.0
0.018475599999999877,2,60,20,0.1,4.0
0.018475599999999877,2,61,20,0.1,4.0
0.018857499999999965,2,62,20,0.1,4.0
0.0,2,63,20,0.1,4.0
0.0,2,64,20,0.1,4.0
0.0,2,65,20,0.1,4.0
0.0,2,66,20,0.1,4.0
0.0,2,67,20,0.1,4.0
0.0,2,68,20,0.1,4.0
0.0,2,69,20,0.1,4.0
0.0,2,70,20,0.1,4.0
0.0,2,71,20,0.1,4.0
0.0,2,72,20,0.1,4.0
0.0,2,73,20,0.1,4.0
0.0,2,74,20,0.1,4.0
0.0,2,75,20,0.1,4.0
0.0,2,76,20,0.1,4.0
0.0,2,77,20,0.1,4.0
0.0,2,78,20,0.1,4.0
0.0,2,79,20,0.1,4.0
0.0,2,80,20,0.1,4.0
0.0,3,40,20,0.1,4.0
0.0,3,41,20,0.1,4.0
0.0,3,42,20,0.1,4.0
0.0,3,43,20,0.1,4.0
0.0,3,44,20,0.1,4.0
0.0,3,45,20,0.1,4.0
0.0,3,46,20,0.1,4.0
0.0,3,47,20,0.1,4.0
0.0,3,48,20,0.1,4.0
0.0,3,49,20,0.1,4.0
0.0,3,50,20,0.1,4.0
0.0,3,51,20,0.1,4.0
0.024028920000000016,3,52,20,0.1,4.0
0.0,3,53,20,0.1,4.0
0.0,3,54,20,0.1,4.0
0.0,3,55,20,0.1,4.0
0.0,3,56,20,0.1,4.0
0.0,3,57,20,0.1,4.0
0.0,3,58,20,0.1,4.0
0.01832284000000002,3,59,20,0.1,4.0
0.018475599999999877,3,60,20,0.1,4.0
0.018475599999999877,3,61,20,0.1,4.0
0.0,3,62,20,0.1,4.0
0.0,3,63,20,0.1,4.0
0.0,3,64,20,0.1,4.0
0.0,3,65,20,0.1,4.0
0.0,3,66,20,0.1,4.0
0.0,3,67,20,0.1,4.0
0.0,3,68,20,0.1,4.0
0.0,3,69,20,0.1,4.0
0.0,3,70,20,0.1,4.0
0.0,3,71,20,0.1,4.0
0.0,3,72,20,0.1,4.0
0.0,3,73,20,0.1,4.0
0.0,3,74,20,0.1,4.0
