Roi,Fast Period,Slow Period,high & low Period,high & low Error,Gain Value
0.01809370000000001,2,20,19,0.1,3.0
0.0,2,21,19,0.1,3.0
0.0,2,22,19,0.1,3.0
0.0,2,23,19,0.1,3.0
0.0,3,20,19,0.1,3.0
0.0,3,21,19,0.1,3.0
0.0,3,22,19,0.1,3.0
0.0,3,23,19,0.1,3.0
0.0,4,20,19,0.1,3.0
0.0,4,21,19,0.1,3.0
0.0,4,22,19,0.1,3.0
0.0,4,23,19,0.1,3.0
0.01938570000000013,5,20,19,0.1,3.0
0.019691600000000097,5,21,19,0.1,3.0
0.019615219999999947,5,22,19,0.1,3.0
0.019764924800000142,5,23,19,0.1,3.0
0.01938570000000013,6,20,19,0.1,3.0
0.0,6,21,19,0.1,3.0
0.019538459999999994,6,22,19,0.1,3.0
0.019688164800000185,6,23,19,0.1,3.0
0.0,7,20,19,0.1,3.0
0.0,7,21,19,0.1,3.0
0.0,7,22,19,0.1,3.0
0.0,7,23,19,0.1,3.0
0.0,8,20,19,0.1,3.0
0.0,8,21,19,0.1,3.0
0.0,8,22,19,0.1,3.0
0.0,8,23,19,0.1,3.0
