symbol,volume,last_price,time,p_change,ch_percentage,extended_hours_price,ehp_percentage
GOOGL,8801195,,1692204494,,,,
GOOGL,8801196,,1692204498,,,,
GOOGL,8801357,128.34,1692204501,-1.44,-1.11,,
GOOGL,8801457,,1692204503,,,,
GOOGL,8801463,128.345,1692204509,,,,
GOOGL,8801465,128.34,1692204511,,,,
GOOGL,8801565,128.33,1692204515,-1.45,-1.12,,
GOOGL,8801576,,1692204520,,,,
GOOGL,8801582,,1692204521,,,,
GOOGL,8801583,128.32,1692204525,-1.46,,,
GOOGL,8802149,128.3,1692204526,-1.48,-1.14,,
GOOGL,8802150,128.31,1692204531,-1.47,-1.13,,
GOOGL,8802254,,1692204532,,,,
GOOGL,8802354,128.32,1692204538,-1.46,-1.12,,
GOOGL,8802508,,1692204539,,,,
GOOGL,8802608,128.33,1692204549,-1.45,,,
GOOGL,8802609,,1692204551,,,,
GOOGL,8802709,128.34,1692204554,-1.44,-1.11,,
GOOGL,8802713,128.32,1692204556,-1.46,-1.12,,
GOOGL,8802738,128.3,1692204557,-1.48,-1.14,,
GOOGL,8802834,,1692204559,,,,
GOOGL,8803219,128.285,1692204562,-1.5,-1.15,,
GOOGL,8803319,128.28,1692204566,,-1.16,,
GOOGL,8803419,,1692204573,,,,
GOOGL,8803420,,1692204575,,,,
GOOGL,8803520,128.29,1692204577,-1.49,-1.15,,
GOOGL,8803639,,1692204582,,,,
GOOGL,8803640,128.28,1692204587,-1.5,-1.16,,
GOOGL,8803642,,1692204588,,,,
GOOGL,8803660,128.29,1692204590,-1.49,-1.15,,
GOOGL,8803906,128.27,1692204592,-1.51,-1.16,,
GOOGL,8804007,128.26,1692204595,-1.52,-1.17,,
GOOGL,8804149,128.25,1692204597,-1.53,-1.18,,
GOOGL,8804249,128.26,1692204599,-1.52,-1.17,,
GOOGL,9318865,128.2601,1692204601,,,,
GOOGL,9318965,128.26,1692204607,,,,
GOOGL,9319799,128.24,1692204608,-1.54,-1.19,,
GOOGL,9319839,128.23,1692204610,-1.55,,,
GOOGL,9320749,,1692204611,,,,
GOOGL,9320849,,1692204615,,,,
GOOGL,9320853,,1692204617,,,,
GOOGL,9320903,,1692204618,,,,
GOOGL,9320957,,1692204620,,,,
GOOGL,9321277,,1692204621,,,,
GOOGL,9321318,128.235,1692204626,-1.54,,,
GOOGL,9322089,128.25,1692204630,-1.53,-1.18,,
GOOGL,9322348,128.24,1692204631,-1.54,-1.19,,
GOOGL,9322379,,1692204638,,,,
GOOGL,9322552,128.225,1692204640,-1.56,-1.2,,
GOOGL,9322936,128.22,1692204641,,,,
GOOGL,9322938,128.2,1692204643,-1.58,-1.22,,
GOOGL,9323048,,1692204644,,,,
GOOGL,9323058,128.19,1692204646,-1.59,-1.23,,
GOOGL,9323260,,1692204650,,,,
GOOGL,9323389,,1692204652,,,,
GOOGL,9323390,128.18,1692204654,-1.6,,,
GOOGL,9323494,,1692204657,,,,
GOOGL,9323535,,1692204660,,,,
GOOGL,9324293,128.165,1692204662,-1.62,-1.24,,
GOOGL,9324458,128.18,1692204664,-1.6,-1.23,,
GOOGL,9324488,128.195,1692204667,-1.59,-1.22,,
GOOGL,9324499,128.19,1692204669,,-1.23,,
GOOGL,9324599,128.22,1692204676,-1.56,-1.2,,
GOOGL,9324660,128.21,1692204677,-1.57,-1.21,,
GOOGL,9324760,128.22,1692204680,-1.56,-1.2,,
GOOGL,9324926,128.21,1692204686,-1.57,-1.21,,
GOOGL,9325226,128.23,1692204688,-1.55,-1.19,,
GOOGL,9325359,,1692204689,,,,
GOOGL,9325368,,1692204691,,,,
GOOGL,9325567,128.22,1692204694,-1.56,-1.2,,
GOOGL,9325734,128.2,1692204695,-1.58,-1.22,,
GOOGL,9325735,,1692204697,,,,
GOOGL,9325835,128.21,1692204709,-1.57,-1.21,,
GOOGL,9326037,128.24,1692204711,-1.54,-1.19,,
GOOGL,9326063,128.25,1692204715,-1.53,-1.18,,
GOOGL,9326188,128.26,1692204717,-1.52,-1.17,,
GOOGL,9326240,,1692204720,,,,
GOOGL,9326265,128.27,1692204723,-1.51,-1.16,,
GOOGL,9326315,128.29,1692204725,-1.49,-1.15,,
GOOGL,9327510,128.3,1692204727,-1.48,-1.14,,
GOOGL,9327610,128.26,1692204734,-1.52,-1.17,,
GOOGL,9327767,,1692204735,,,,
GOOGL,9327783,128.29,1692204747,-1.49,-1.15,,
GOOGL,9327909,128.3,1692204750,-1.48,-1.14,,
GOOGL,9327914,128.27,1692204758,-1.51,-1.16,,
GOOGL,9327915,128.26,1692204761,-1.52,-1.17,,
GOOGL,9327920,,1692204764,,,,
GOOGL,9327921,128.25,1692204767,-1.53,-1.18,,
GOOGL,9327922,,1692204774,,,,
GOOGL,9328622,128.27,1692204777,-1.51,-1.16,,
GOOGL,9328632,128.28,1692204779,-1.5,,,
GOOGL,9329119,128.27,1692204781,-1.51,,,
GOOGL,9329120,128.29,1692204798,-1.49,-1.15,,
GOOGL,9329338,,1692204799,,,,
GOOGL,9329438,,1692204805,,,,
GOOGL,9329542,128.28,1692204806,-1.5,-1.16,,
GOOGL,9329565,128.27,1692204808,-1.51,,,
GOOGL,9329805,128.28,1692204810,-1.5,,,
GOOGL,9329905,,1692204813,,,,
GOOGL,9330005,128.26,1692204824,-1.52,-1.17,,
GOOGL,9330205,,1692204830,,,,
GOOGL,9330206,128.27,1692204836,-1.51,-1.16,,
GOOGL,9330415,,1692204838,,,,
GOOGL,9330426,,1692204840,,,,
GOOGL,9330526,128.25,1692204845,-1.53,-1.18,,
GOOGL,9330538,,1692204850,,,,
GOOGL,9330539,128.24,1692204855,-1.54,-1.19,,
GOOGL,9330640,,1692204856,,,,
GOOGL,9330648,128.23,1692204858,-1.55,,,
GOOGL,9330748,,1692204864,,,,
GOOGL,9331239,128.24,1692204866,-1.54,,,
GOOGL,9331339,128.22,1692204869,-1.56,-1.2,,
GOOGL,9331590,,1692204873,,,,
GOOGL,9331690,128.24,1692204877,-1.54,-1.19,,
GOOGL,9332090,,1692204878,,,,
GOOGL,9332181,128.27,1692204880,-1.51,-1.16,,
GOOGL,9332273,,1692204882,,,,
GOOGL,9332373,128.26,1692204884,-1.52,-1.17,,
GOOGL,9332483,128.235,1692204887,-1.54,-1.19,,
GOOGL,9332484,128.24,1692204889,,,,
GOOGL,9332584,128.23,1692204890,-1.55,,,
GOOGL,9332684,128.24,1692204892,-1.54,,,
GOOGL,9332893,128.22,1692204898,-1.56,-1.2,,
GOOGL,9333685,128.21,1692204901,-1.57,-1.21,,
GOOGL,9334222,,1692204903,,,,
GOOGL,9334282,128.22,1692204906,-1.56,-1.2,,
GOOGL,9334858,128.24,1692204908,-1.54,-1.19,,
GOOGL,9334958,128.22,1692204913,-1.56,-1.2,,
GOOGL,9335091,128.19,1692204916,-1.59,-1.23,,
GOOGL,9335601,128.18,1692204918,-1.6,,,
GOOGL,9335731,,1692204920,,,,
GOOGL,9335891,128.2,1692204922,-1.58,-1.22,,
GOOGL,9336008,128.23,1692204923,-1.55,-1.19,,
GOOGL,9336023,,1692204925,,,,
GOOGL,9336038,128.24,1692204928,-1.54,,,
GOOGL,9336138,,1692204930,,,,
GOOGL,9336238,,1692204932,,,,
GOOGL,9336256,,1692204935,,,,
GOOGL,9336511,128.23,1692204937,-1.55,,,
GOOGL,9336611,128.24,1692204938,-1.54,,,
GOOGL,9336711,128.22,1692204940,-1.56,-1.2,,
GOOGL,9336830,,1692204945,,,,
GOOGL,9336930,128.23,1692204951,-1.55,-1.19,,
GOOGL,9336988,,1692204953,,,,
GOOGL,9337088,128.24,1692204955,-1.54,,,
GOOGL,9337098,,1692204957,,,,
GOOGL,9337198,128.25,1692204959,-1.53,-1.18,,
GOOGL,9337587,,1692204961,,,,
GOOGL,9337972,128.23,1692204962,-1.55,-1.19,,
GOOGL,9338072,128.235,1692204969,-1.54,,,
GOOGL,9338806,128.23,1692204971,-1.55,,,
GOOGL,9338817,128.24,1692204979,-1.54,,,
GOOGL,9338833,,1692204984,,,,
GOOGL,9338837,128.25,1692204993,-1.53,-1.18,,
GOOGL,9338858,,1692204995,,,,
GOOGL,9339033,,1692204998,,,,
GOOGL,9339264,128.26,1692204999,-1.52,-1.17,,
GOOGL,9339265,128.25,1692205001,-1.53,-1.18,,
GOOGL,9339267,128.24,1692205003,-1.54,-1.19,,
GOOGL,9339367,,1692205006,,,,
GOOGL,9339567,,1692205008,,,,
GOOGL,9339667,,1692205011,,,,
GOOGL,9339679,128.23,1692205014,-1.55,,,
GOOGL,9339779,,1692205015,,,,
GOOGL,9339809,128.24,1692205017,-1.54,,,
GOOGL,9339939,,1692205019,,,,
GOOGL,9340253,128.23,1692205022,-1.55,,,
GOOGL,9340555,128.22,1692205024,-1.56,-1.2,,
GOOGL,9340921,128.205,1692205026,-1.57,-1.21,,
GOOGL,9341010,,1692205028,,,,
GOOGL,9341110,128.18,1692205029,-1.6,-1.23,,
GOOGL,9341155,128.2,1692205032,-1.58,-1.22,,
GOOGL,9341255,,1692205038,,,,
GOOGL,9341716,,1692205040,,,,
GOOGL,9341976,128.19,1692205042,-1.59,-1.23,,
GOOGL,9342008,128.17,1692205044,-1.61,-1.24,,
GOOGL,9342125,,1692205047,,,,
GOOGL,9342322,128.16,1692205048,-1.62,-1.25,,
GOOGL,9342332,,1692205051,,,,
GOOGL,9342568,,1692205054,,,,
GOOGL,9342794,,1692205056,,,,
GOOGL,9342804,,1692205057,,,,
GOOGL,9343388,128.17,1692205059,-1.61,-1.24,,
GOOGL,9344101,128.16,1692205061,-1.62,-1.25,,
GOOGL,9344117,128.15,1692205064,-1.63,-1.26,,
GOOGL,9344166,128.16,1692205066,-1.62,-1.25,,
GOOGL,9344229,128.17,1692205069,-1.61,-1.24,,
GOOGL,9344329,128.15,1692205071,-1.63,-1.26,,
GOOGL,9344633,,1692205072,,,,
GOOGL,9344648,128.14,1692205076,-1.64,,,
GOOGL,9344917,128.13,1692205078,-1.65,-1.27,,
GOOGL,9344931,,1692205080,,,,
GOOGL,9345031,128.14,1692205083,-1.64,-1.26,,
GOOGL,9345331,,1692205085,,,,
GOOGL,9345412,128.145,1692205088,-1.63,,,
GOOGL,9345512,128.15,1692205094,,,,
GOOGL,9345926,128.16,1692205096,-1.62,-1.25,,
GOOGL,9346417,128.145,1692205099,-1.63,-1.26,,
GOOGL,9346517,128.15,1692205104,,,,
GOOGL,9347050,128.155,1692205105,,-1.25,,
GOOGL,9347054,128.145,1692205107,,-1.26,,
GOOGL,9347344,128.14,1692205111,-1.64,,,
GOOGL,9347346,128.15,1692205113,-1.63,,,
GOOGL,9347356,,1692205116,,,,
GOOGL,9347865,128.165,1692205117,-1.62,-1.24,,
GOOGL,9347876,128.16,1692205123,,-1.25,,
GOOGL,9347980,,1692205125,,,,
GOOGL,9347986,128.155,1692205128,-1.63,,,
GOOGL,9347996,,1692205132,,,,
GOOGL,9348005,128.15,1692205136,,-1.26,,
GOOGL,9348062,,1692205138,,,,
GOOGL,9348162,128.155,1692205140,,-1.25,,
GOOGL,9348406,128.14,1692205142,-1.64,-1.26,,
GOOGL,9348407,128.13,1692205143,-1.65,-1.27,,
GOOGL,9348624,,1692205146,,,,
GOOGL,9348724,,1692205149,,,,
GOOGL,9348824,,1692205153,,,,
GOOGL,9349108,,1692205154,,,,
GOOGL,9349208,,1692205155,,,,
GOOGL,9349459,128.135,1692205158,,,,
GOOGL,9349533,128.16,1692205161,-1.62,-1.25,,
GOOGL,9349541,128.15,1692205162,-1.63,-1.26,,
GOOGL,9349551,128.16,1692205169,-1.62,-1.25,,
GOOGL,9349751,,1692205171,,,,
GOOGL,9349931,128.14,1692205172,-1.64,-1.26,,
GOOGL,9349938,128.15,1692205186,-1.63,,,
GOOGL,9350040,,1692205188,,,,
GOOGL,9350047,,1692205196,,,,
GOOGL,9350147,128.14,1692205197,-1.64,,,
GOOGL,9350165,,1692205202,,,,
GOOGL,9350175,128.155,1692205205,-1.63,-1.25,,
GOOGL,9350275,128.16,1692205209,-1.62,,,
GOOGL,9350387,128.19,1692205211,-1.59,-1.23,,
GOOGL,9350587,128.2,1692205213,-1.58,-1.22,,
GOOGL,9350918,,1692205215,,,,
GOOGL,9351415,128.18,1692205218,-1.6,-1.23,,
GOOGL,9351867,128.17,1692205219,-1.61,-1.24,,
GOOGL,9351868,128.16,1692205220,-1.62,-1.25,,
GOOGL,9353446,,1692205223,,,,
GOOGL,9353698,,1692205225,,,,
GOOGL,9353798,,1692205227,,,,
GOOGL,9353998,,1692205229,,,,
GOOGL,9354038,128.15,1692205233,-1.63,-1.26,,
GOOGL,9354250,128.14,1692205235,-1.64,,,
GOOGL,9354260,128.15,1692205237,-1.63,,,
GOOGL,9354280,128.16,1692205240,-1.62,-1.25,,
GOOGL,9354281,128.17,1692205241,-1.61,-1.24,,
GOOGL,9354365,,1692205243,,,,
GOOGL,9354582,128.19,1692205245,-1.59,-1.23,,
GOOGL,9355382,128.195,1692205246,,-1.22,,
GOOGL,9355385,128.21,1692205248,-1.57,-1.21,,
GOOGL,9355387,128.22,1692205251,-1.56,-1.2,,
GOOGL,9356154,,1692205253,,,,
GOOGL,9356254,128.23,1692205254,-1.55,-1.19,,
GOOGL,9356304,,1692205261,,,,
GOOGL,9356320,,1692205263,,,,
GOOGL,9356330,,1692205265,,,,
GOOGL,9356747,128.21,1692205267,-1.57,-1.21,,
GOOGL,9356998,128.22,1692205268,-1.56,-1.2,,
GOOGL,9357098,,1692205271,,,,
GOOGL,9357299,,1692205273,,,,
GOOGL,9357312,128.24,1692205276,-1.54,-1.19,,
GOOGL,9357321,128.26,1692205279,-1.52,-1.17,,
GOOGL,9357433,,1692205281,,,,
GOOGL,9357445,,1692205285,,,,
GOOGL,9357452,,1692205286,,,,
GOOGL,9357457,128.235,1692205291,-1.54,-1.19,,
GOOGL,9357465,128.25,1692205298,-1.53,-1.18,,
GOOGL,9357467,128.24,1692205301,-1.54,-1.19,,
GOOGL,9357476,128.23,1692205302,-1.55,,,
GOOGL,9357477,128.22,1692205304,-1.56,-1.2,,
GOOGL,9357527,,1692205307,,,,
GOOGL,9357640,,1692205308,,,,
GOOGL,9357641,128.225,1692205312,,,,
GOOGL,9357642,128.22,1692205313,,,,
GOOGL,9357643,128.205,1692205315,-1.57,-1.21,,
GOOGL,9357774,128.22,1692205318,-1.56,-1.2,,
GOOGL,9357781,128.24,1692205321,-1.54,-1.19,,
GOOGL,9357783,128.26,1692205323,-1.52,-1.17,,
GOOGL,9358221,128.28,1692205325,-1.5,-1.16,,
GOOGL,9358321,,1692205329,,,,
GOOGL,9358351,,1692205333,,,,
GOOGL,9358411,,1692205335,,,,
GOOGL,9358451,128.27,1692205337,-1.51,,,
GOOGL,9358461,128.28,1692205343,-1.5,,,
GOOGL,9358471,128.285,1692205350,,-1.15,,
GOOGL,9358472,128.28,1692205359,,-1.16,,
GOOGL,9358572,,1692205365,,,,
GOOGL,9358604,128.29,1692205371,-1.49,-1.15,,
GOOGL,9358824,128.3,1692205373,-1.48,-1.14,,
GOOGL,9358837,,1692205375,,,,
GOOGL,9359037,128.29,1692205378,-1.49,-1.15,,
GOOGL,9359046,,1692205379,,,,
GOOGL,9359048,128.28,1692205384,-1.5,-1.16,,
GOOGL,9359051,,1692205389,,,,
GOOGL,9359262,,1692205390,,,,
GOOGL,9359362,128.27,1692205394,-1.51,,,
GOOGL,9359462,,1692205395,,,,
GOOGL,9359562,,1692205397,,,,
GOOGL,9359772,128.28,1692205399,-1.5,,,
GOOGL,9359872,128.29,1692205409,-1.49,-1.15,,
GOOGL,9360337,128.27,1692205411,-1.51,-1.16,,
GOOGL,9360597,128.28,1692205412,-1.5,,,
GOOGL,9360608,,1692205416,,,,
GOOGL,9361072,128.29,1692205423,-1.49,-1.15,,
GOOGL,9362819,128.3,1692205427,-1.48,-1.14,,
GOOGL,9363389,128.31,1692205428,-1.47,-1.13,,
GOOGL,9363390,128.29,1692205429,-1.49,-1.15,,
GOOGL,9363525,,1692205431,,,,
GOOGL,9363585,128.3,1692205434,-1.48,-1.14,,
GOOGL,9363598,128.31,1692205441,-1.47,-1.13,,
GOOGL,9363798,,1692205442,,,,
GOOGL,9363799,128.3,1692205444,-1.48,-1.14,,
GOOGL,9365002,128.29,1692205447,-1.49,-1.15,,
GOOGL,9365013,128.28,1692205448,-1.5,-1.16,,
GOOGL,9365014,128.27,1692205450,-1.51,,,
GOOGL,9365435,128.26,1692205451,-1.52,-1.17,,
GOOGL,9365436,128.255,1692205456,-1.53,-1.18,,
GOOGL,9365553,128.245,1692205458,,,,
GOOGL,9365573,128.25,1692205459,,,,
GOOGL,9365583,128.255,1692205464,,,,
GOOGL,9365594,128.26,1692205466,-1.52,-1.17,,
GOOGL,9365599,128.27,1692205475,-1.51,-1.16,,
GOOGL,9365604,,1692205481,,,,
GOOGL,9365614,128.265,1692205487,-1.52,-1.17,,
GOOGL,9365714,128.26,1692205492,,,,
GOOGL,9365925,128.25,1692205494,-1.53,-1.18,,
GOOGL,9365926,128.26,1692205500,-1.52,-1.17,,
GOOGL,9366026,,1692205507,,,,
GOOGL,9366082,,1692205509,,,,
GOOGL,9366295,128.27,1692205510,-1.51,-1.16,,
GOOGL,9366335,128.285,1692205512,-1.5,-1.15,,
GOOGL,9366410,128.29,1692205513,-1.49,,,
GOOGL,9366415,128.3,1692205516,-1.48,-1.14,,
GOOGL,9366452,128.31,1692205518,-1.47,-1.13,,
GOOGL,9366643,128.33,1692205521,-1.45,-1.12,,
GOOGL,9366842,,1692205526,,,,
GOOGL,9366845,128.3,1692205532,-1.48,-1.14,,
GOOGL,9367045,,1692205536,,,,
GOOGL,9367245,128.28,1692205540,-1.5,-1.16,,
GOOGL,9367655,,1692205543,,,,
GOOGL,9367657,128.26,1692205547,-1.52,-1.17,,
GOOGL,9367895,128.25,1692205549,-1.53,-1.18,,
GOOGL,9367896,128.255,1692205551,,,,
GOOGL,9368152,128.23,1692205553,-1.55,-1.19,,
GOOGL,9368252,128.24,1692205555,-1.54,,,
GOOGL,9368916,128.21,1692205557,-1.57,-1.21,,
GOOGL,9369516,,1692205560,,,,
GOOGL,9369517,128.2,1692205565,-1.58,-1.22,,
GOOGL,9369715,128.19,1692205567,-1.59,-1.23,,
GOOGL,9370015,128.2,1692205569,-1.58,-1.22,,
GOOGL,9370115,128.21,1692205570,-1.57,-1.21,,
GOOGL,9370319,128.2,1692205573,-1.58,-1.22,,
GOOGL,9370322,128.21,1692205575,-1.57,-1.21,,
GOOGL,9370372,128.19,1692205577,-1.59,-1.23,,
GOOGL,9370675,128.17,1692205579,-1.61,-1.24,,
GOOGL,9370676,,1692205581,,,,
GOOGL,9370987,128.15,1692205583,-1.63,-1.26,,
GOOGL,9370988,128.17,1692205586,-1.61,-1.24,,
GOOGL,9370989,,1692205587,,,,
GOOGL,9370999,128.165,1692205591,-1.62,,,
GOOGL,9371099,128.17,1692205593,-1.61,,,
GOOGL,9371201,128.175,1692205595,-1.6,,,
GOOGL,9371204,,1692205600,,,,
GOOGL,9371604,128.15,1692205606,-1.63,-1.26,,
GOOGL,9373969,128.1,1692205608,-1.68,-1.29,,
GOOGL,9376032,,1692205610,,,,
GOOGL,9376181,128.07,1692205611,-1.71,-1.32,,
GOOGL,9376184,,1692205614,,,,
GOOGL,9376413,128.08,1692205617,-1.7,-1.31,,
GOOGL,9376696,,1692205620,,,,
GOOGL,9376796,,1692205621,,,,
GOOGL,9376896,128.085,1692205623,-1.69,,,
GOOGL,9377258,128.09,1692205625,,-1.3,,
GOOGL,9377522,128.08,1692205628,-1.7,-1.31,,
GOOGL,9377622,128.09,1692205629,-1.69,-1.3,,
GOOGL,9377632,128.06,1692205632,-1.72,-1.33,,
GOOGL,9377848,128.05,1692205634,-1.73,,,
GOOGL,9377860,128.06,1692205635,-1.72,,,
GOOGL,9377865,,1692205636,,,,
GOOGL,9378472,128.04,1692205640,-1.74,-1.34,,
GOOGL,9378723,128.06,1692205642,-1.72,-1.33,,
GOOGL,9379027,128.04,1692205644,-1.74,-1.34,,
GOOGL,9379127,128.05,1692205646,-1.73,-1.33,,
GOOGL,9379137,,1692205647,,,,
GOOGL,9379447,128.06,1692205649,-1.72,,,
GOOGL,9379777,,1692205651,,,,
GOOGL,9379911,,1692205652,,,,
GOOGL,9380011,128.08,1692205655,-1.7,-1.31,,
GOOGL,9380111,128.06,1692205658,-1.72,-1.33,,
GOOGL,9380112,128.07,1692205661,-1.71,-1.32,,
GOOGL,9380315,,1692205663,,,,
GOOGL,9380317,,1692205667,,,,
GOOGL,9380417,128.06,1692205671,-1.72,-1.33,,
GOOGL,9380824,128.05,1692205676,-1.73,,,
GOOGL,9380825,128.04,1692205682,-1.74,-1.34,,
GOOGL,9380833,128.025,1692205683,-1.75,-1.35,,
GOOGL,9380933,128.03,1692205688,,,,
GOOGL,9381011,128.02,1692205690,-1.76,-1.36,,
GOOGL,9381012,128.04,1692205694,-1.74,-1.34,,
GOOGL,9381063,128.05,1692205696,-1.73,-1.33,,
GOOGL,9381081,128.065,1692205697,-1.72,-1.32,,
GOOGL,9381087,128.06,1692205698,,-1.33,,
GOOGL,9381187,128.05,1692205703,-1.73,,,
GOOGL,9382707,128.02,1692205706,-1.76,-1.36,,
GOOGL,9382772,,1692205709,,,,
GOOGL,9382881,128.03,1692205714,-1.75,-1.35,,
GOOGL,9382981,,1692205716,,,,
GOOGL,9383081,,1692205725,,,,
GOOGL,9383691,128.04,1692205726,-1.74,-1.34,,
GOOGL,9383701,128.045,1692205731,,,,
GOOGL,9383703,128.06,1692205734,-1.72,-1.33,,
GOOGL,9384145,128.05,1692205736,-1.73,,,
GOOGL,9384245,,1692205741,,,,
GOOGL,9384260,,1692205755,,,,
GOOGL,9384261,128.04,1692205757,-1.74,-1.34,,
GOOGL,9384652,,1692205758,,,,
GOOGL,9384752,128.03,1692205759,-1.75,-1.35,,
GOOGL,9386482,128.01,1692205761,-1.77,-1.36,,
GOOGL,9386519,127.99,1692205764,-1.79,-1.38,,
GOOGL,9386779,127.96,1692205767,-1.82,-1.4,,
GOOGL,9388224,127.97,1692205769,-1.81,-1.39,,
GOOGL,9388324,127.98,1692205774,-1.8,,,
GOOGL,9388371,128.0,1692205777,-1.78,-1.37,,
GOOGL,9388645,128.01,1692205778,-1.77,-1.36,,
GOOGL,9388703,128.03,1692205784,-1.75,-1.35,,
GOOGL,9388704,,1692205789,,,,
GOOGL,9388729,128.0,1692205794,-1.78,-1.37,,
GOOGL,9388830,128.01,1692205797,-1.77,-1.36,,
GOOGL,9388930,,1692205800,,,,
GOOGL,9820074,127.98,1692205802,-1.8,-1.39,,
GOOGL,9820135,127.97,1692205804,-1.81,,,
GOOGL,9820513,,1692205806,,,,
GOOGL,9820514,127.965,1692205812,,-1.4,,
GOOGL,9820625,127.97,1692205814,,-1.39,,
GOOGL,9820648,127.96,1692205815,-1.82,-1.4,,
GOOGL,9820845,127.95,1692205818,-1.83,-1.41,,
GOOGL,9820846,,1692205825,,,,
GOOGL,9821634,127.94,1692205827,-1.84,-1.42,,
GOOGL,9822345,,1692205829,,,,
GOOGL,9822445,,1692205830,,,,
GOOGL,9822638,127.91,1692205832,-1.87,-1.44,,
GOOGL,9822742,127.92,1692205833,-1.86,-1.43,,
GOOGL,9822752,127.91,1692205837,-1.87,-1.44,,
GOOGL,9822925,127.915,1692205839,-1.86,,,
GOOGL,9823125,127.9,1692205844,-1.88,-1.45,,
GOOGL,9826122,127.88,1692205846,-1.9,-1.46,,
GOOGL,9826471,127.91,1692205848,-1.87,-1.44,,
GOOGL,9826822,127.915,1692205850,-1.86,,,
GOOGL,9827122,127.9,1692205853,-1.88,-1.45,,
GOOGL,9827322,,1692205854,,,,
GOOGL,9827323,127.88,1692205856,-1.9,-1.46,,
GOOGL,9827326,,1692205858,,,,
GOOGL,9827333,127.89,1692205860,-1.89,,,
GOOGL,9827449,,1692205861,,,,
GOOGL,9827459,127.9,1692205865,-1.88,-1.45,,
GOOGL,9827483,127.91,1692205866,-1.87,-1.44,,
GOOGL,9827553,127.93,1692205868,-1.85,-1.43,,
GOOGL,9828173,,1692205870,,,,
GOOGL,9828686,127.96,1692205873,-1.82,-1.4,,
GOOGL,9829287,127.945,1692205876,-1.84,-1.41,,
GOOGL,9829387,127.95,1692205879,-1.83,,,
GOOGL,9829868,127.92,1692205881,-1.86,-1.43,,
GOOGL,9830068,,1692205884,,,,
GOOGL,9830168,127.93,1692205887,-1.85,,,
GOOGL,9830178,127.91,1692205890,-1.87,-1.44,,
GOOGL,9831089,127.9,1692205891,-1.88,-1.45,,
GOOGL,9831107,,1692205895,,,,
GOOGL,9831208,127.92,1692205900,-1.86,-1.43,,
GOOGL,9831709,127.94,1692205901,-1.84,-1.42,,
GOOGL,9831809,,1692205907,,,,
GOOGL,9832760,127.93,1692205909,-1.85,-1.43,,
GOOGL,9832858,127.91,1692205910,-1.87,-1.44,,
GOOGL,9833166,,1692205916,,,,
GOOGL,9833176,127.94,1692205922,-1.84,-1.42,,
GOOGL,9833672,127.92,1692205926,-1.86,-1.43,,
GOOGL,9833797,127.915,1692205927,,-1.44,,
GOOGL,9833897,127.94,1692205929,-1.84,-1.42,,
GOOGL,9834504,127.95,1692205931,-1.83,-1.41,,
GOOGL,9834505,127.935,1692205933,-1.84,-1.42,,
GOOGL,9834710,127.93,1692205935,-1.85,-1.43,,
GOOGL,9834720,127.935,1692205937,-1.84,-1.42,,
GOOGL,9835270,127.92,1692205939,-1.86,-1.43,,
GOOGL,9835370,,1692205941,,,,
GOOGL,9835429,127.93,1692205946,-1.85,,,
GOOGL,9835529,127.94,1692205951,-1.84,-1.42,,
GOOGL,9835632,127.95,1692205952,-1.83,-1.41,,
GOOGL,9835732,127.96,1692205956,-1.82,-1.4,,
GOOGL,9836136,,1692205959,,,,
GOOGL,9836137,127.95,1692205962,-1.83,-1.41,,
GOOGL,9836221,127.94,1692205963,-1.84,-1.42,,
GOOGL,9836236,,1692205971,,,,
GOOGL,9836340,127.93,1692205974,-1.85,-1.43,,
GOOGL,9836440,,1692205976,,,,
GOOGL,9836540,127.94,1692205979,-1.84,-1.42,,
GOOGL,9836721,127.97,1692205981,-1.81,-1.39,,
GOOGL,9836821,128.0,1692205984,-1.78,-1.37,,
GOOGL,9836875,128.01,1692205986,-1.77,-1.36,,
GOOGL,9836878,,1692205995,,,,
GOOGL,9837525,128.02,1692205998,-1.76,,,
GOOGL,9837625,128.03,1692206012,-1.75,-1.35,,
GOOGL,9838374,128.06,1692206014,-1.72,-1.33,,
GOOGL,9839485,128.08,1692206015,-1.7,-1.31,,
GOOGL,9839585,128.09,1692206017,-1.69,-1.3,,
GOOGL,9839701,,1692206018,,,,
GOOGL,9839801,,1692206023,,,,
GOOGL,9839901,128.11,1692206026,-1.67,-1.29,,
GOOGL,9840462,128.12,1692206028,-1.66,-1.28,,
GOOGL,9840572,,1692206030,,,,
GOOGL,9840573,128.13,1692206032,-1.65,-1.27,,
GOOGL,9840776,128.14,1692206034,-1.64,-1.26,,
GOOGL,9841550,,1692206035,,,,
GOOGL,9841650,128.15,1692206039,-1.63,,,
GOOGL,9842955,128.13,1692206041,-1.65,-1.27,,
GOOGL,9842957,128.12,1692206044,-1.66,-1.28,,
GOOGL,9843375,128.11,1692206046,-1.67,-1.29,,
GOOGL,9843378,128.105,1692206048,-1.68,,,
GOOGL,9843379,,1692206049,,,,
GOOGL,9843384,128.11,1692206051,-1.67,,,
GOOGL,9843484,128.1,1692206054,-1.68,,,
GOOGL,9843685,,1692206055,,,,
GOOGL,9843785,128.09,1692206057,-1.69,-1.3,,
GOOGL,9844635,128.11,1692206060,-1.67,-1.29,,
GOOGL,9844735,128.12,1692206061,-1.66,-1.28,,
