Roi,Fast Period,Slow Period,high & low Period,high & low Error,Gain Value
0.018076455799999926,2,14,20,0.1,1.5
0.018076455799999926,2,14,20,0.1,2.0
0.020676455799999924,2,14,20,0.1,2.5
0.023236935799999796,2,14,20,0.1,3.0
0.013946875799999979,2,14,20,0.1,3.5
0.018184875799999965,2,14,20,0.1,4.0
0.011259775799999906,2,14,20,0.2,1.5
0.012663775799999812,2,14,20,0.2,2.0
0.01812845579999973,2,14,20,0.2,2.5
0.023236935799999796,2,14,20,0.2,3.0
0.014466875799999949,2,14,20,0.2,3.5
0.016029475800000095,2,14,20,0.2,4.0
0.01772831839999992,2,14,20,0.3,1.5
0.021290318399999782,2,14,20,0.3,2.0
0.018629478399999864,2,14,20,0.3,2.5
0.023061958399999808,2,14,20,0.3,3.0
0.013630195799999958,2,14,20,0.3,3.5
0.016029475800000095,2,14,20,0.3,4.0
0.013442475800000084,2,14,20,0.4,1.5
0.011301635799999989,2,14,20,0.4,2.0
0.025310955800000094,2,14,20,0.4,2.5
0.027871435799999962,2,14,20,0.4,3.0
0.013630195799999958,2,14,20,0.4,3.5
0.016029475800000095,2,14,20,0.4,4.0
0.013460285799999912,2,14,20,0.5,1.5
0.01246955579999996,2,14,20,0.5,2.0
0.025261555800000002,2,14,20,0.5,2.5
0.027822035799999874,2,14,20,0.5,3.0
