symbol,volume,last_price,time,p_change,ch_percentage,extended_hours_price,ehp_percentage,datetime
TSLA,17263665,274.02,1694700387,2.72,1.0,,,2023-09-14 14:06:27
TSLA,17268908,274.08,1694700389,2.78,1.02,,,2023-09-14 14:06:29
TSLA,17269485,273.92,1694700392,2.62,0.97,,,2023-09-14 14:06:32
TSLA,17270585,274.0,1694700394,2.7,1.0,,,2023-09-14 14:06:34
TSLA,17271256,274.05,1694700396,2.75,1.01,,,2023-09-14 14:06:36
TSLA,17271656,274.08,1694700397,2.78,1.02,,,2023-09-14 14:06:37
TSLA,17274434,274.19,1694700400,2.89,1.07,,,2023-09-14 14:06:40
TSLA,17275239,274.06,1694700402,2.76,1.02,,,2023-09-14 14:06:42
TSLA,17275816,274.2,1694700403,2.9,1.07,,,2023-09-14 14:06:43
TSLA,17284811,274.39,1694700406,3.09,1.14,,,2023-09-14 14:06:46
TSLA,17293114,274.49,1694700408,3.19,1.18,,,2023-09-14 14:06:48
TSLA,17374435,274.56,1694700410,3.26,1.2,,,2023-09-14 14:06:50
TSLA,17375922,274.54,1694700412,3.24,1.19,,,2023-09-14 14:06:52
TSLA,17381657,274.34,1694700414,3.04,1.12,,,2023-09-14 14:06:54
TSLA,17381687,274.24,1694700416,2.94,1.08,,,2023-09-14 14:06:56
TSLA,17386001,274.28,1694700418,2.98,1.1,,,2023-09-14 14:06:58
TSLA,17386366,274.17,1694700420,2.87,1.06,,,2023-09-14 14:07:00
TSLA,17387217,274.15,1694700423,2.85,1.05,,,2023-09-14 14:07:03
TSLA,17389438,274.16,1694700425,2.86,,,,2023-09-14 14:07:05
TSLA,17391234,274.18,1694700426,2.88,1.06,,,2023-09-14 14:07:06
TSLA,17391263,274.19,1694700427,2.89,1.07,,,2023-09-14 14:07:07
TSLA,17392292,274.3,1694700429,3.0,1.11,,,2023-09-14 14:07:09
TSLA,17393836,274.36,1694700432,3.06,1.13,,,2023-09-14 14:07:12
TSLA,17395561,274.35,1694700434,3.05,1.12,,,2023-09-14 14:07:14
TSLA,17396623,,1694700437,,,,,2023-09-14 14:07:17
TSLA,17405524,274.25,1694700439,2.95,1.09,,,2023-09-14 14:07:19
TSLA,17405574,274.26,1694700440,2.96,,,,2023-09-14 14:07:20
TSLA,17408479,274.11,1694700442,2.81,1.04,,,2023-09-14 14:07:22
TSLA,17409874,274.08,1694700445,2.78,1.02,,,2023-09-14 14:07:25
TSLA,17410305,274.07,1694700447,2.77,,,,2023-09-14 14:07:27
TSLA,17414715,274.0,1694700448,2.7,1.0,,,2023-09-14 14:07:28
TSLA,17414815,274.05,1694700450,2.75,1.01,,,2023-09-14 14:07:30
TSLA,17415783,274.09,1694700453,2.79,1.03,,,2023-09-14 14:07:33
TSLA,17416436,274.1,1694700455,2.8,,,,2023-09-14 14:07:35
TSLA,17416773,274.01,1694700456,2.71,1.0,,,2023-09-14 14:07:36
TSLA,17416808,274.05,1694700457,2.75,1.01,,,2023-09-14 14:07:37
TSLA,17418232,274.21,1694700460,2.91,1.07,,,2023-09-14 14:07:40
TSLA,17421638,274.0,1694700463,2.7,1.0,,,2023-09-14 14:07:43
TSLA,17422628,274.04,1694700464,2.74,1.01,,,2023-09-14 14:07:44
TSLA,17422631,274.03,1694700465,2.73,,,,2023-09-14 14:07:45
TSLA,17423023,274.01,1694700467,2.71,1.0,,,2023-09-14 14:07:47
TSLA,17425934,274.2,1694700469,2.9,1.07,,,2023-09-14 14:07:49
TSLA,17425984,274.15,1694700471,2.85,1.05,,,2023-09-14 14:07:51
TSLA,17427965,274.25,1694700474,2.95,1.09,,,2023-09-14 14:07:54
TSLA,17429061,274.07,1694700476,2.77,1.02,,,2023-09-14 14:07:56
TSLA,17430773,,1694700478,,,,,2023-09-14 14:07:58
TSLA,17431616,274.09,1694700481,2.79,1.03,,,2023-09-14 14:08:01
TSLA,17432819,274.07,1694700483,2.77,1.02,,,2023-09-14 14:08:03
TSLA,17432852,274.09,1694700484,2.79,1.03,,,2023-09-14 14:08:04
TSLA,17432952,274.11,1694700485,2.81,1.04,,,2023-09-14 14:08:05
TSLA,17433489,274.19,1694700488,2.89,1.07,,,2023-09-14 14:08:08
TSLA,17434043,274.17,1694700490,2.87,1.06,,,2023-09-14 14:08:10
TSLA,17434143,274.14,1694700492,2.84,1.05,,,2023-09-14 14:08:12
TSLA,17434185,274.11,1694700495,2.81,1.04,,,2023-09-14 14:08:15
TSLA,17435733,274.08,1694700496,2.78,1.02,,,2023-09-14 14:08:16
TSLA,17435764,,1694700497,,,,,2023-09-14 14:08:17
TSLA,17436523,274.18,1694700500,2.88,1.06,,,2023-09-14 14:08:20
TSLA,17436634,274.16,1694700502,2.86,1.05,,,2023-09-14 14:08:22
TSLA,17440548,274.28,1694700504,2.98,1.1,,,2023-09-14 14:08:24
TSLA,17443412,274.34,1694700506,3.04,1.12,,,2023-09-14 14:08:26
TSLA,17447188,274.43,1694700508,3.13,1.15,,,2023-09-14 14:08:28
TSLA,17448656,274.44,1694700510,3.14,1.16,,,2023-09-14 14:08:30
TSLA,17452324,274.45,1694700513,3.15,,,,2023-09-14 14:08:33
TSLA,17454940,274.53,1694700515,3.23,1.19,,,2023-09-14 14:08:35
TSLA,17458011,274.54,1694700517,3.24,,,,2023-09-14 14:08:37
TSLA,17458088,274.52,1694700518,3.22,,,,2023-09-14 14:08:38
TSLA,17459202,274.43,1694700519,3.13,1.15,,,2023-09-14 14:08:39
TSLA,17462262,274.3,1694700522,3.0,1.11,,,2023-09-14 14:08:42
TSLA,17463266,274.36,1694700524,3.06,1.13,,,2023-09-14 14:08:44
TSLA,17463699,274.41,1694700527,3.11,1.15,,,2023-09-14 14:08:47
TSLA,17464546,274.36,1694700529,3.06,1.13,,,2023-09-14 14:08:49
TSLA,17464596,274.37,1694700530,3.07,,,,2023-09-14 14:08:50
TSLA,17469366,274.16,1694700532,2.86,1.05,,,2023-09-14 14:08:52
TSLA,17473407,274.13,1694700534,2.83,1.04,,,2023-09-14 14:08:54
TSLA,17481232,274.03,1694700537,2.73,1.01,,,2023-09-14 14:08:57
TSLA,17494318,273.75,1694700539,2.45,0.9,,,2023-09-14 14:08:59
TSLA,17499594,273.57,1694700541,2.27,0.84,,,2023-09-14 14:09:01
