symbol,volume,last_price,time,p_change,ch_percentage,extended_hours_price,ehp_percentage,datetime
TSLA,5200078,273.54,1694612750,6.06,2.27,,,2023-09-13 13:45:50
TSLA,5200088,273.52,1694612751,6.04,2.26,,,2023-09-13 13:45:51
TSLA,5200992,273.5,1694612752,6.02,2.25,,,2023-09-13 13:45:52
TSLA,5201560,273.67,1694612754,6.19,2.31,,,2023-09-13 13:45:54
TSLA,5204304,273.92,1694612756,6.44,2.41,,,2023-09-13 13:45:56
TSLA,5205776,273.78,1694612759,6.3,2.36,,,2023-09-13 13:45:59
TSLA,5206900,273.91,1694612762,6.43,2.4,,,2023-09-13 13:46:02
TSLA,5218429,274.15,1694612764,6.67,2.49,,,2023-09-13 13:46:04
TSLA,5221133,274.16,1694612766,6.68,2.5,,,2023-09-13 13:46:06
TSLA,5225474,274.2,1694612770,6.72,2.51,,,2023-09-13 13:46:10
TSLA,5226782,274.15,1694612772,6.67,2.49,,,2023-09-13 13:46:12
TSLA,5237977,274.36,1694612774,6.88,2.57,,,2023-09-13 13:46:14
TSLA,5239140,274.31,1694612776,6.83,2.55,,,2023-09-13 13:46:16
TSLA,5239678,274.29,1694612779,6.81,,,,2023-09-13 13:46:19
TSLA,5242089,274.34,1694612781,6.86,2.56,,,2023-09-13 13:46:21
TSLA,5245759,274.37,1694612783,6.89,2.58,,,2023-09-13 13:46:23
TSLA,5247207,,1694612785,,,,,2023-09-13 13:46:25
TSLA,5248018,274.3,1694612787,6.82,2.55,,,2023-09-13 13:46:27
TSLA,5267276,274.26,1694612789,6.78,2.53,,,2023-09-13 13:46:29
TSLA,5270528,274.04,1694612791,6.56,2.45,,,2023-09-13 13:46:31
TSLA,5277357,274.06,1694612794,6.58,2.46,,,2023-09-13 13:46:34
TSLA,5277978,274.12,1694612796,6.64,2.48,,,2023-09-13 13:46:36
TSLA,5283127,274.07,1694612798,6.59,2.46,,,2023-09-13 13:46:38
TSLA,5285056,274.05,1694612800,6.57,,,,2023-09-13 13:46:40
TSLA,5285106,274.12,1694612801,6.64,2.48,,,2023-09-13 13:46:41
TSLA,5286561,273.94,1694612803,6.46,2.42,,,2023-09-13 13:46:43
TSLA,5288339,273.7,1694612805,6.22,2.33,,,2023-09-13 13:46:45
TSLA,5291695,273.75,1694612807,6.27,2.34,,,2023-09-13 13:46:47
TSLA,5292772,273.67,1694612810,6.19,2.31,,,2023-09-13 13:46:50
TSLA,5294096,,1694612812,,,,,2023-09-13 13:46:52
TSLA,5301563,273.4,1694612814,5.92,2.21,,,2023-09-13 13:46:54
TSLA,5310001,273.11,1694612816,5.63,2.1,,,2023-09-13 13:46:56
TSLA,5333843,272.42,1694612818,4.94,1.85,,,2023-09-13 13:46:58
TSLA,5336104,272.71,1694612820,5.23,1.96,,,2023-09-13 13:47:00
TSLA,5343823,272.92,1694612822,5.44,2.03,,,2023-09-13 13:47:02
TSLA,5346423,273.02,1694612824,5.54,2.07,,,2023-09-13 13:47:04
TSLA,5346500,,1694612825,,,,,2023-09-13 13:47:05
TSLA,5348623,272.92,1694612827,5.44,2.03,,,2023-09-13 13:47:07
TSLA,5350985,272.87,1694612829,5.39,2.02,,,2023-09-13 13:47:09
TSLA,5352143,272.79,1694612831,5.31,1.99,,,2023-09-13 13:47:11
TSLA,5355209,272.61,1694612833,5.13,1.92,,,2023-09-13 13:47:13
TSLA,5357435,272.45,1694612835,4.97,1.86,,,2023-09-13 13:47:15
TSLA,5359783,272.22,1694612837,4.74,1.77,,,2023-09-13 13:47:17
TSLA,5368197,272.15,1694612839,4.67,1.75,,,2023-09-13 13:47:19
TSLA,5372331,272.32,1694612841,4.84,1.81,,,2023-09-13 13:47:21
TSLA,5373876,272.28,1694612843,4.8,1.79,,,2023-09-13 13:47:23
TSLA,5375787,272.34,1694612846,4.86,1.82,,,2023-09-13 13:47:26
TSLA,5379116,272.28,1694612848,4.8,1.79,,,2023-09-13 13:47:28
TSLA,5379743,272.24,1694612850,4.76,1.78,,,2023-09-13 13:47:30
TSLA,5379753,272.26,1694612851,4.78,1.79,,,2023-09-13 13:47:31
TSLA,5380897,272.38,1694612853,4.9,1.83,,,2023-09-13 13:47:33
TSLA,5382662,272.4,1694612856,4.92,1.84,,,2023-09-13 13:47:36
TSLA,5384029,272.47,1694612858,4.99,1.87,,,2023-09-13 13:47:38
TSLA,5387281,272.53,1694612860,5.05,1.89,,,2023-09-13 13:47:40
TSLA,5389148,272.8,1694612862,5.32,1.99,,,2023-09-13 13:47:42
TSLA,5391489,272.92,1694612864,5.44,2.03,,,2023-09-13 13:47:44
TSLA,5394144,273.0,1694612866,5.52,2.06,,,2023-09-13 13:47:46
TSLA,5400055,272.98,1694612868,5.5,,,,2023-09-13 13:47:48
TSLA,5400683,273.01,1694612870,5.53,2.07,,,2023-09-13 13:47:50
TSLA,5403102,273.1,1694612872,5.62,2.1,,,2023-09-13 13:47:52
TSLA,5405054,272.98,1694612875,5.5,2.06,,,2023-09-13 13:47:55
TSLA,5405295,272.89,1694612876,5.41,2.02,,,2023-09-13 13:47:56
TSLA,5405320,272.93,1694612877,5.45,2.04,,,2023-09-13 13:47:57
TSLA,5410850,272.66,1694612880,5.18,1.94,,,2023-09-13 13:48:00
TSLA,5411648,272.8,1694612882,5.32,1.99,,,2023-09-13 13:48:02
TSLA,5413105,272.9,1694612884,5.42,2.03,,,2023-09-13 13:48:04
TSLA,5418396,272.99,1694612886,5.51,2.06,,,2023-09-13 13:48:06
TSLA,5419061,273.01,1694612888,5.53,2.07,,,2023-09-13 13:48:08
TSLA,5420360,272.84,1694612890,5.36,2.0,,,2023-09-13 13:48:10
TSLA,5421237,272.92,1694612892,5.44,2.03,,,2023-09-13 13:48:12
TSLA,5421912,272.86,1694612894,5.38,2.01,,,2023-09-13 13:48:14
TSLA,5423920,,1694612896,,,,,2023-09-13 13:48:16
TSLA,5425859,272.77,1694612898,5.29,1.98,,,2023-09-13 13:48:18
TSLA,5427353,272.79,1694612901,5.31,1.99,,,2023-09-13 13:48:21
TSLA,5428836,272.84,1694612903,5.36,2.0,,,2023-09-13 13:48:23
TSLA,5428857,272.8,1694612904,5.32,1.99,,,2023-09-13 13:48:24
TSLA,5430097,272.88,1694612906,5.4,2.02,,,2023-09-13 13:48:26
TSLA,5431050,272.8,1694612909,5.32,1.99,,,2023-09-13 13:48:29
TSLA,5431514,272.89,1694612911,5.41,2.02,,,2023-09-13 13:48:31
TSLA,5432067,272.87,1694612912,5.39,,,,2023-09-13 13:48:32
TSLA,5432117,272.89,1694612914,5.41,,,,2023-09-13 13:48:34
TSLA,5432615,272.87,1694612916,5.39,,,,2023-09-13 13:48:36
TSLA,5433319,272.93,1694612919,5.45,2.04,,,2023-09-13 13:48:39
TSLA,5434436,272.9,1694612921,5.42,2.03,,,2023-09-13 13:48:41
TSLA,5436071,272.92,1694612923,5.44,,,,2023-09-13 13:48:43
TSLA,5436523,272.86,1694612925,5.38,2.01,,,2023-09-13 13:48:45
TSLA,5436545,272.91,1694612926,5.43,2.03,,,2023-09-13 13:48:46
TSLA,5437423,272.97,1694612927,5.49,2.05,,,2023-09-13 13:48:47
TSLA,5437513,273.0,1694612928,5.52,2.06,,,2023-09-13 13:48:48
TSLA,5445154,273.05,1694612930,5.57,2.08,,,2023-09-13 13:48:50
TSLA,5446936,272.95,1694612933,5.47,2.05,,,2023-09-13 13:48:53
TSLA,5448739,273.05,1694612935,5.57,2.08,,,2023-09-13 13:48:55
TSLA,5451545,273.18,1694612937,5.7,2.13,,,2023-09-13 13:48:57
TSLA,5454329,273.44,1694612939,5.96,2.23,,,2023-09-13 13:48:59
TSLA,5455402,273.42,1694612941,5.94,2.22,,,2023-09-13 13:49:01
TSLA,5457398,273.4,1694612943,5.92,2.21,,,2023-09-13 13:49:03
TSLA,5458740,273.14,1694612945,5.66,2.12,,,2023-09-13 13:49:05
TSLA,5459185,273.17,1694612946,5.69,2.13,,,2023-09-13 13:49:06
TSLA,5459207,273.2,1694612948,5.72,2.14,,,2023-09-13 13:49:08
TSLA,5459873,273.14,1694612950,5.66,2.12,,,2023-09-13 13:49:10
TSLA,5463957,273.21,1694612952,5.73,2.14,,,2023-09-13 13:49:12
TSLA,5464757,273.19,1694612954,5.71,2.13,,,2023-09-13 13:49:14
TSLA,5469034,272.89,1694612956,5.41,2.02,,,2023-09-13 13:49:16
TSLA,5472841,273.16,1694612958,5.68,2.12,,,2023-09-13 13:49:18
TSLA,5473757,272.85,1694612961,5.37,2.01,,,2023-09-13 13:49:21
TSLA,5475619,272.88,1694612963,5.4,2.02,,,2023-09-13 13:49:23
TSLA,5477125,273.14,1694612965,5.66,2.12,,,2023-09-13 13:49:25
TSLA,5477971,272.92,1694612968,5.44,2.03,,,2023-09-13 13:49:28
TSLA,5480558,272.84,1694612970,5.36,2.0,,,2023-09-13 13:49:30
TSLA,5482862,273.0,1694612972,5.52,2.06,,,2023-09-13 13:49:32
TSLA,5482883,272.98,1694612973,5.5,,,,2023-09-13 13:49:33
TSLA,5484241,272.91,1694612974,5.43,2.03,,,2023-09-13 13:49:34
TSLA,5486556,272.97,1694612976,5.49,2.05,,,2023-09-13 13:49:36
TSLA,5487373,272.93,1694612978,5.45,2.04,,,2023-09-13 13:49:38
TSLA,5488359,272.9,1694612980,5.42,2.03,,,2023-09-13 13:49:40
TSLA,5489025,272.96,1694612983,5.48,2.05,,,2023-09-13 13:49:43
TSLA,5490363,,1694612985,,,,,2023-09-13 13:49:45
TSLA,5492388,272.83,1694612987,5.35,2.0,,,2023-09-13 13:49:47
TSLA,5493163,272.96,1694612990,5.48,2.05,,,2023-09-13 13:49:50
TSLA,5498316,273.22,1694612991,5.74,2.15,,,2023-09-13 13:49:51
TSLA,5498556,273.19,1694612992,5.71,2.13,,,2023-09-13 13:49:52
TSLA,5499914,273.38,1694612995,5.9,2.21,,,2023-09-13 13:49:55
TSLA,5500629,273.2,1694612997,5.72,2.14,,,2023-09-13 13:49:57
TSLA,5500831,273.26,1694612999,5.78,2.16,,,2023-09-13 13:49:59
TSLA,20563860,273.13,1694613001,5.65,2.11,,,2023-09-13 13:50:01
TSLA,20564386,273.28,1694613004,5.8,2.17,,,2023-09-13 13:50:04
TSLA,20565079,273.22,1694613005,5.74,2.15,,,2023-09-13 13:50:05
TSLA,20565179,273.28,1694613006,5.8,2.17,,,2023-09-13 13:50:06
TSLA,20566089,273.22,1694613009,5.74,2.15,,,2023-09-13 13:50:09
TSLA,20567326,273.2,1694613011,5.72,2.14,,,2023-09-13 13:50:11
TSLA,20567543,273.26,1694613013,5.78,2.16,,,2023-09-13 13:50:13
TSLA,20568166,273.24,1694613015,5.76,2.15,,,2023-09-13 13:50:15
TSLA,20568722,273.23,1694613017,5.75,,,,2023-09-13 13:50:17
TSLA,20568743,273.26,1694613018,5.78,2.16,,,2023-09-13 13:50:18
TSLA,20569931,273.24,1694613020,5.76,2.15,,,2023-09-13 13:50:20
TSLA,20571668,273.21,1694613022,5.73,2.14,,,2023-09-13 13:50:22
TSLA,20572504,273.34,1694613025,5.86,2.19,,,2023-09-13 13:50:25
TSLA,20588399,273.58,1694613027,6.1,2.28,,,2023-09-13 13:50:27
TSLA,20592600,273.3,1694613029,5.82,2.18,,,2023-09-13 13:50:29
TSLA,20594858,273.11,1694613031,5.63,2.1,,,2023-09-13 13:50:31
TSLA,20597014,273.08,1694613033,5.6,2.09,,,2023-09-13 13:50:33
TSLA,20597882,273.1,1694613035,5.62,2.1,,,2023-09-13 13:50:35
TSLA,20598314,273.07,1694613037,5.59,2.09,,,2023-09-13 13:50:37
TSLA,20601032,273.02,1694613039,5.54,2.07,,,2023-09-13 13:50:39
TSLA,20602947,272.9,1694613042,5.42,2.03,,,2023-09-13 13:50:42
TSLA,20607537,272.95,1694613044,5.47,2.05,,,2023-09-13 13:50:44
TSLA,20608062,273.0,1694613046,5.52,2.06,,,2023-09-13 13:50:46
TSLA,20608295,272.88,1694613048,5.4,2.02,,,2023-09-13 13:50:48
TSLA,20609823,272.77,1694613050,5.29,1.98,,,2023-09-13 13:50:50
TSLA,20609848,272.76,1694613051,5.28,1.97,,,2023-09-13 13:50:51
TSLA,20611537,272.79,1694613053,5.31,1.99,,,2023-09-13 13:50:53
TSLA,20613022,272.81,1694613055,5.33,,,,2023-09-13 13:50:55
TSLA,20613932,272.76,1694613058,5.28,1.97,,,2023-09-13 13:50:58
TSLA,20617347,272.63,1694613060,5.15,1.93,,,2023-09-13 13:51:00
TSLA,20619627,272.55,1694613062,5.07,1.9,,,2023-09-13 13:51:02
TSLA,20629469,272.47,1694613064,4.99,1.87,,,2023-09-13 13:51:04
TSLA,20631374,272.61,1694613066,5.13,1.92,,,2023-09-13 13:51:06
TSLA,20631451,272.56,1694613067,5.08,1.9,,,2023-09-13 13:51:07
TSLA,20631877,272.52,1694613069,5.04,1.88,,,2023-09-13 13:51:09
TSLA,20635369,272.27,1694613071,4.79,1.79,,,2023-09-13 13:51:11
TSLA,20638620,272.19,1694613073,4.71,1.76,,,2023-09-13 13:51:13
TSLA,20641968,272.34,1694613075,4.86,1.82,,,2023-09-13 13:51:15
TSLA,20643113,272.36,1694613077,4.88,,,,2023-09-13 13:51:17
TSLA,20644641,272.13,1694613080,4.65,1.74,,,2023-09-13 13:51:20
TSLA,20646023,272.28,1694613082,4.8,1.79,,,2023-09-13 13:51:22
TSLA,20647620,272.17,1694613084,4.69,1.75,,,2023-09-13 13:51:24
TSLA,20651217,272.04,1694613086,4.56,1.7,,,2023-09-13 13:51:26
TSLA,20653009,272.08,1694613088,4.6,1.72,,,2023-09-13 13:51:28
TSLA,20654886,,1694613090,,,,,2023-09-13 13:51:30
TSLA,20654888,272.03,1694613091,4.55,1.7,,,2023-09-13 13:51:31
TSLA,20664289,271.9,1694613093,4.42,1.65,,,2023-09-13 13:51:33
TSLA,20666541,271.91,1694613095,4.43,1.66,,,2023-09-13 13:51:35
TSLA,20668774,271.9,1694613097,4.42,1.65,,,2023-09-13 13:51:37
TSLA,20669596,271.85,1694613099,4.37,1.63,,,2023-09-13 13:51:39
TSLA,20674210,271.75,1694613102,4.27,1.6,,,2023-09-13 13:51:42
TSLA,20675262,271.74,1694613104,4.26,1.59,,,2023-09-13 13:51:44
TSLA,20676708,271.63,1694613106,4.15,1.55,,,2023-09-13 13:51:46
TSLA,20683134,271.67,1694613108,4.19,1.57,,,2023-09-13 13:51:48
TSLA,20683211,271.54,1694613110,4.06,1.52,,,2023-09-13 13:51:50
TSLA,20686037,271.52,1694613112,4.04,1.51,,,2023-09-13 13:51:52
TSLA,20688517,271.57,1694613114,4.09,1.53,,,2023-09-13 13:51:54
TSLA,20690994,271.67,1694613116,4.19,1.57,,,2023-09-13 13:51:56
TSLA,20693428,271.74,1694613118,4.26,1.59,,,2023-09-13 13:51:58
TSLA,20693438,271.73,1694613119,4.25,,,,2023-09-13 13:51:59
TSLA,20696968,271.64,1694613121,4.16,1.56,,,2023-09-13 13:52:01
TSLA,20699873,271.56,1694613123,4.08,1.53,,,2023-09-13 13:52:03
TSLA,20701046,271.63,1694613126,4.15,1.55,,,2023-09-13 13:52:06
TSLA,20701578,271.64,1694613128,4.16,1.56,,,2023-09-13 13:52:08
TSLA,20705085,271.84,1694613129,4.36,1.63,,,2023-09-13 13:52:09
TSLA,20705122,271.8,1694613131,4.32,1.62,,,2023-09-13 13:52:11
TSLA,20708062,271.92,1694613133,4.44,1.66,,,2023-09-13 13:52:13
TSLA,20722104,272.01,1694613135,4.53,1.69,,,2023-09-13 13:52:15
TSLA,20723540,271.89,1694613138,4.41,1.65,,,2023-09-13 13:52:18
TSLA,20725064,271.65,1694613140,4.17,1.56,,,2023-09-13 13:52:20
TSLA,20725468,271.68,1694613142,4.2,1.57,,,2023-09-13 13:52:22
TSLA,20726552,271.73,1694613144,4.25,1.59,,,2023-09-13 13:52:24
TSLA,20726847,271.71,1694613146,4.23,1.58,,,2023-09-13 13:52:26
TSLA,20726849,,1694613147,,,,,2023-09-13 13:52:27
TSLA,20728700,271.68,1694613149,4.2,1.57,,,2023-09-13 13:52:29
TSLA,20729164,271.72,1694613151,4.24,1.59,,,2023-09-13 13:52:31
TSLA,20730816,,1694613154,,,,,2023-09-13 13:52:34
TSLA,20732452,271.82,1694613157,4.34,1.62,,,2023-09-13 13:52:37
TSLA,20733359,271.79,1694613158,4.31,1.61,,,2023-09-13 13:52:38
TSLA,20733434,271.82,1694613159,4.34,1.62,,,2023-09-13 13:52:39
TSLA,20734481,271.78,1694613161,4.3,1.61,,,2023-09-13 13:52:41
TSLA,20734681,271.73,1694613164,4.25,1.59,,,2023-09-13 13:52:44
TSLA,20735897,,1694613166,,,,,2023-09-13 13:52:46
TSLA,20738751,271.96,1694613168,4.48,1.67,,,2023-09-13 13:52:48
TSLA,20742880,272.05,1694613170,4.57,1.71,,,2023-09-13 13:52:50
TSLA,20745468,272.0,1694613172,4.52,1.69,,,2023-09-13 13:52:52
TSLA,20747761,272.06,1694613174,4.58,1.71,,,2023-09-13 13:52:54
TSLA,20748556,272.09,1694613176,4.61,1.72,,,2023-09-13 13:52:56
TSLA,20751922,272.05,1694613179,4.57,1.71,,,2023-09-13 13:52:59
TSLA,20755887,271.8,1694613181,4.32,1.62,,,2023-09-13 13:53:01
TSLA,20755943,271.78,1694613182,4.3,1.61,,,2023-09-13 13:53:02
TSLA,20790504,271.51,1694613184,4.03,1.51,,,2023-09-13 13:53:04
TSLA,20801615,271.28,1694613186,3.8,1.42,,,2023-09-13 13:53:06
TSLA,20806569,271.63,1694613188,4.15,1.55,,,2023-09-13 13:53:08
TSLA,20810785,271.705,1694613190,4.22,1.58,,,2023-09-13 13:53:10
TSLA,20812612,271.8,1694613192,4.32,1.62,,,2023-09-13 13:53:12
TSLA,20813572,271.86,1694613194,4.38,1.64,,,2023-09-13 13:53:14
TSLA,20814668,271.84,1694613196,4.36,1.63,,,2023-09-13 13:53:16
TSLA,20816011,271.72,1694613198,4.24,1.59,,,2023-09-13 13:53:18
TSLA,20818402,271.69,1694613200,4.21,1.57,,,2023-09-13 13:53:20
TSLA,20818721,271.8,1694613203,4.32,1.62,,,2023-09-13 13:53:23
TSLA,20825711,271.75,1694613205,4.27,1.6,,,2023-09-13 13:53:25
TSLA,20825873,271.8,1694613206,4.32,1.62,,,2023-09-13 13:53:26
TSLA,20827016,271.75,1694613208,4.27,1.6,,,2023-09-13 13:53:28
TSLA,20835680,271.74,1694613210,4.26,1.59,,,2023-09-13 13:53:30
TSLA,20836049,271.75,1694613212,4.27,1.6,,,2023-09-13 13:53:32
TSLA,20836639,271.72,1694613214,4.24,1.59,,,2023-09-13 13:53:34
TSLA,20836961,,1694613217,,,,,2023-09-13 13:53:37
TSLA,20839547,271.78,1694613219,4.3,1.61,,,2023-09-13 13:53:39
TSLA,20844461,271.9,1694613221,4.42,1.65,,,2023-09-13 13:53:41
TSLA,20847209,271.93,1694613223,4.45,1.66,,,2023-09-13 13:53:43
TSLA,20847923,271.81,1694613225,4.33,1.62,,,2023-09-13 13:53:45
TSLA,20850560,271.73,1694613227,4.25,1.59,,,2023-09-13 13:53:47
TSLA,20850562,271.75,1694613228,4.27,1.6,,,2023-09-13 13:53:48
TSLA,20851346,271.67,1694613230,4.19,1.57,,,2023-09-13 13:53:50
TSLA,20851634,271.755,1694613232,4.27,1.6,,,2023-09-13 13:53:52
TSLA,20852756,271.81,1694613235,4.33,1.62,,,2023-09-13 13:53:55
TSLA,20853410,271.9,1694613237,4.42,1.65,,,2023-09-13 13:53:57
TSLA,20853443,271.85,1694613239,4.37,1.63,,,2023-09-13 13:53:59
TSLA,20854692,271.72,1694613241,4.24,1.59,,,2023-09-13 13:54:01
TSLA,20854702,271.69,1694613242,4.21,1.57,,,2023-09-13 13:54:02
TSLA,20858011,271.62,1694613244,4.14,1.55,,,2023-09-13 13:54:04
TSLA,20860317,271.51,1694613246,4.03,1.51,,,2023-09-13 13:54:06
TSLA,20863373,271.44,1694613249,3.96,1.48,,,2023-09-13 13:54:09
TSLA,20865300,271.42,1694613251,3.94,1.47,,,2023-09-13 13:54:11
TSLA,20865303,271.45,1694613252,3.97,1.48,,,2023-09-13 13:54:12
TSLA,20868149,271.28,1694613254,3.8,1.42,,,2023-09-13 13:54:14
TSLA,20869444,271.25,1694613256,3.77,1.41,,,2023-09-13 13:54:16
TSLA,20874333,271.02,1694613259,3.54,1.32,,,2023-09-13 13:54:19
TSLA,20883669,271.15,1694613261,3.67,1.37,,,2023-09-13 13:54:21
TSLA,20887755,271.2,1694613263,3.72,1.39,,,2023-09-13 13:54:23
TSLA,20888747,,1694613265,,,,,2023-09-13 13:54:25
TSLA,20890697,271.08,1694613268,3.6,1.35,,,2023-09-13 13:54:28
TSLA,20892295,271.1,1694613269,3.62,,,,2023-09-13 13:54:29
TSLA,20892372,271.08,1694613270,3.6,,,,2023-09-13 13:54:30
TSLA,20892926,271.18,1694613272,3.7,1.38,,,2023-09-13 13:54:32
TSLA,20895630,271.01,1694613274,3.53,1.32,,,2023-09-13 13:54:34
TSLA,20899387,270.92,1694613276,3.44,1.29,,,2023-09-13 13:54:36
TSLA,20901550,270.85,1694613278,3.37,1.26,,,2023-09-13 13:54:38
TSLA,20905883,270.92,1694613281,3.44,1.29,,,2023-09-13 13:54:41
TSLA,20911212,270.79,1694613283,3.31,1.24,,,2023-09-13 13:54:43
TSLA,20913238,270.82,1694613285,3.34,1.25,,,2023-09-13 13:54:45
TSLA,20914530,270.84,1694613287,3.36,1.26,,,2023-09-13 13:54:47
TSLA,20916787,270.9,1694613289,3.42,1.28,,,2023-09-13 13:54:49
TSLA,20922562,271.11,1694613291,3.63,1.36,,,2023-09-13 13:54:51
TSLA,20924762,271.28,1694613293,3.8,1.42,,,2023-09-13 13:54:53
TSLA,20927139,271.2,1694613296,3.72,1.39,,,2023-09-13 13:54:56
TSLA,20928462,271.16,1694613298,3.68,1.38,,,2023-09-13 13:54:58
TSLA,20928734,271.13,1694613299,3.65,1.36,,,2023-09-13 13:54:59
TSLA,20929762,271.23,1694613300,3.75,1.4,,,2023-09-13 13:55:00
TSLA,20931201,271.13,1694613302,3.65,1.36,,,2023-09-13 13:55:02
TSLA,20932863,271.19,1694613305,3.71,1.39,,,2023-09-13 13:55:05
TSLA,20934962,271.28,1694613307,3.8,1.42,,,2023-09-13 13:55:07
TSLA,20936151,271.34,1694613309,3.86,1.44,,,2023-09-13 13:55:09
TSLA,20936387,271.29,1694613312,3.81,1.42,,,2023-09-13 13:55:12
TSLA,20938154,271.27,1694613314,3.79,,,,2023-09-13 13:55:14
TSLA,20939601,271.34,1694613315,3.86,1.44,,,2023-09-13 13:55:15
TSLA,20939712,271.35,1694613316,3.87,1.45,,,2023-09-13 13:55:16
TSLA,20940922,271.41,1694613318,3.93,1.47,,,2023-09-13 13:55:18
TSLA,20943097,271.38,1694613321,3.9,1.46,,,2023-09-13 13:55:21
TSLA,20949647,271.29,1694613323,3.81,1.42,,,2023-09-13 13:55:23
TSLA,20950472,271.31,1694613325,3.83,1.43,,,2023-09-13 13:55:25
