ROI,Dev Factor,Rsi period,Rsi low,Rsi high,Bollinger Period,Gain value
score,pfast,pslow,high_low_period,high_low_error,gain_value
0.00043250250000000323,2,14,8,0.1,1.0
0.01056750250000008,2,14,8,0.1,1.5
0.009055252499999993,2,14,8,0.2,1.0
0.01087600250000009,2,14,8,0.2,1.5
0.008455252499999968,2,14,8,0.3,1.0
0.00997850250000005,2,14,8,0.3,1.5
0.008253749999999848,2,14,8,0.4,1.0
0.00943449999999993,2,14,8,0.4,1.5
0.008253749999999848,2,14,8,0.5,1.0
0.00943449999999993,2,14,8,0.5,1.5
0.008253749999999848,2,14,8,0.6,1.0
0.00943449999999993,2,14,8,0.6,1.5
0.008253749999999848,2,14,8,0.7,1.0
0.00943449999999993,2,14,8,0.7,1.5
0.008253749999999848,2,14,8,0.8,1.0
0.00943449999999993,2,14,8,0.8,1.5
0.008253749999999848,2,14,8,0.9,1.0
0.00943449999999993,2,14,8,0.9,1.5
0.0009505000000000059,2,17,8,0.1,1.0
0.0027260000000001133,2,17,8,0.1,1.5
0.0009505000000000059,2,17,8,0.2,1.0
0.0027260000000001133,2,17,8,0.2,1.5
0.008286500000000032,2,17,8,0.3,1.0
0.012185500000000005,2,17,8,0.3,1.5
0.007810129999999913,2,17,8,0.4,1.0
0.009371499999999994,2,17,8,0.4,1.5
0.007810129999999913,2,17,8,0.5,1.0
0.009371499999999994,2,17,8,0.5,1.5
0.007810129999999913,2,17,8,0.6,1.0
0.009371499999999994,2,17,8,0.6,1.5
0.007810129999999913,2,17,8,0.7,1.0
0.009371499999999994,2,17,8,0.7,1.5
0.007810129999999913,2,17,8,0.8,1.0
0.009371499999999994,2,17,8,0.8,1.5
0.007810129999999913,2,17,8,0.9,1.0
0.009371499999999994,2,17,8,0.9,1.5
0.0015237499999999089,2,20,8,0.1,1.0
0.011673749999999915,2,20,8,0.1,1.5
0.001574000000000006,2,20,8,0.2,1.0
0.0037739999999999944,2,20,8,0.2,1.5
0.0012112499999998973,2,20,8,0.3,1.0
0.0031612499999999714,2,20,8,0.3,1.5
0.007260129999999987,2,20,8,0.4,1.0
0.011160129999999992,2,20,8,0.4,1.5
0.007260129999999987,2,20,8,0.5,1.0
0.011160129999999992,2,20,8,0.5,1.5
0.007260129999999987,2,20,8,0.6,1.0
0.011160129999999992,2,20,8,0.6,1.5
0.007260129999999987,2,20,8,0.7,1.0
0.011160129999999992,2,20,8,0.7,1.5
0.007260129999999987,2,20,8,0.8,1.0
0.011160129999999992,2,20,8,0.8,1.5
0.007260129999999987,2,20,8,0.9,1.0
0.011160129999999992,2,20,8,0.9,1.5
0.001448749999999977,2,23,8,0.1,1.0
0.011173749999999942,2,23,8,0.1,1.5
0.0004740000000000116,2,23,8,0.2,1.0
0.0037739999999999944,2,23,8,0.2,1.5
0.0012112499999998973,2,23,8,0.3,1.0
0.011328749999999818,2,23,8,0.3,1.5
0.009709380000000033,2,23,8,0.4,1.0
0.011259380000000044,2,23,8,0.4,1.5
0.009709380000000033,2,23,8,0.5,1.0
0.011259380000000044,2,23,8,0.5,1.5
0.009709380000000033,2,23,8,0.6,1.0
0.011259380000000044,2,23,8,0.6,1.5
0.009709380000000033,2,23,8,0.7,1.0
0.011259380000000044,2,23,8,0.7,1.5
0.009709380000000033,2,23,8,0.8,1.0
0.011259380000000044,2,23,8,0.8,1.5
0.009709380000000033,2,23,8,0.9,1.0
0.011259380000000044,2,23,8,0.9,1.5
0.001274499999999994,2,26,8,0.1,1.0
0.010649499999999994,2,26,8,0.1,1.5
0.009972502500000051,2,26,8,0.2,1.0
0.012514249999999994,2,26,8,0.2,1.5
0.006379502500000104,2,26,8,0.3,1.0
0.017079502500000177,2,26,8,0.3,1.5
0.006379502500000104,2,26,8,0.4,1.0
0.009989249999999941,2,26,8,0.4,1.5
0.006379502500000104,2,26,8,0.5,1.0
0.009989249999999941,2,26,8,0.5,1.5
0.006078002500000092,2,26,8,0.6,1.0
0.015013374999999964,2,26,8,0.6,1.5
0.006078002500000092,2,26,8,0.7,1.0
0.015013374999999964,2,26,8,0.7,1.5
0.006078002500000092,2,26,8,0.8,1.0
0.015013374999999964,2,26,8,0.8,1.5
0.006078002500000092,2,26,8,0.9,1.0
0.015013374999999964,2,26,8,0.9,1.5
0.0014742500000001128,2,29,8,0.1,1.0
0.011723750000000012,2,29,8,0.1,1.5
0.0003232500000000059,2,29,8,0.2,1.0
0.0034232500000000287,2,29,8,0.2,1.5
0.0010112499999999371,2,29,8,0.3,1.0
0.013992500000000047,2,29,8,0.3,1.5
0.008239249999999969,2,29,8,0.4,1.0
0.010961249999999983,2,29,8,0.4,1.5
0.008239249999999969,2,29,8,0.5,1.0
0.010961249999999983,2,29,8,0.5,1.5
0.007937749999999957,2,29,8,0.6,1.0
0.010659749999999971,2,29,8,0.6,1.5
0.007937749999999957,2,29,8,0.7,1.0
0.010659749999999971,2,29,8,0.7,1.5
0.007937749999999957,2,29,8,0.8,1.0
0.010659749999999971,2,29,8,0.8,1.5
0.007937749999999957,2,29,8,0.9,1.0
0.010659749999999971,2,29,8,0.9,1.5
0.011252750000000035,5,14,8,0.1,1.0
0.013028250000000142,5,14,8,0.1,1.5
0.014920999999999983,5,14,8,0.2,1.0
0.01809600000000008,5,14,8,0.2,1.5
0.013545999999999956,5,14,8,0.3,1.0
0.016721000000000052,5,14,8,0.3,1.5
0.013545999999999956,5,14,8,0.4,1.0
0.016721000000000052,5,14,8,0.4,1.5
0.013545999999999956,5,14,8,0.5,1.0
0.016721000000000052,5,14,8,0.5,1.5
0.013545999999999956,5,14,8,0.6,1.0
0.016721000000000052,5,14,8,0.6,1.5
0.013545999999999956,5,14,8,0.7,1.0
0.016721000000000052,5,14,8,0.7,1.5
0.013545999999999956,5,14,8,0.8,1.0
0.016721000000000052,5,14,8,0.8,1.5
0.013545999999999956,5,14,8,0.9,1.0
0.016721000000000052,5,14,8,0.9,1.5
0.0018252499999999203,5,17,8,0.1,1.0
0.006875250000000017,5,17,8,0.1,1.5
0.0016744999999999146,5,17,8,0.2,1.0
0.003674499999999943,5,17,8,0.2,1.5
0.0015137500000000515,5,17,8,0.3,1.0
0.00456375000000012,5,17,8,0.3,1.5
0.008557880000000084,5,17,8,0.4,1.0
0.009169750000000193,5,17,8,0.4,1.5
0.007161935000000017,5,17,8,0.5,1.0
0.007773805000000127,5,17,8,0.5,1.5
0.007753879999999959,5,17,8,0.6,1.0
0.008365750000000068,5,17,8,0.6,1.5
0.007753879999999959,5,17,8,0.7,1.0
0.008365750000000068,5,17,8,0.7,1.5
0.007753879999999959,5,17,8,0.8,1.0
0.008365750000000068,5,17,8,0.8,1.5
0.007753879999999959,5,17,8,0.9,1.0
0.008365750000000068,5,17,8,0.9,1.5
0.01963250000000007,5,20,8,0.1,1.0
0.01963250000000007,5,20,8,0.1,1.5
0.005118999999999926,5,20,8,0.2,1.0
0.015712250000000125,5,20,8,0.2,1.5
0.005118999999999926,5,20,8,0.3,1.0
0.015712250000000125,5,20,8,0.3,1.5
0.005118999999999926,5,20,8,0.4,1.0
0.01576250000000008,5,20,8,0.4,1.5
0.005118999999999926,5,20,8,0.5,1.0
0.01576250000000008,5,20,8,0.5,1.5
0.005692999999999989,5,20,8,0.6,1.0
0.01576250000000008,5,20,8,0.6,1.5
0.005692999999999989,5,20,8,0.7,1.0
0.01576250000000008,5,20,8,0.7,1.5
0.005692999999999989,5,20,8,0.8,1.0
0.01576250000000008,5,20,8,0.8,1.5
0.005692999999999989,5,20,8,0.9,1.0
0.01576250000000008,5,20,8,0.9,1.5
0.002522999999999904,5,23,8,0.1,1.0
0.012830000000000006,5,23,8,0.1,1.5
0.005118999999999926,5,23,8,0.2,1.0
0.007844500000000022,5,23,8,0.2,1.5
0.005118999999999926,5,23,8,0.3,1.0
0.007844500000000022,5,23,8,0.3,1.5
