Roi,Fast Period,Slow Period,high & low Period,high & low Error,Gain Value
0.008781195799999928,2,8,11,0.1,1.5
0.012529875800000078,2,8,11,0.1,2.0
0.027479355799999917,2,8,11,0.1,2.5
0.029975355799999864,2,8,11,0.1,3.0
0.014648875799999931,2,8,11,0.1,3.5
0.01620887579999999,2,8,11,0.1,4.0
0.014901335799999933,2,8,11,0.2,1.5
0.018651575800000073,2,8,11,0.2,2.0
0.02659457579999983,2,8,11,0.2,2.5
0.02909057579999978,2,8,11,0.2,3.0
0.013920875799999854,2,8,11,0.2,3.5
0.016260875799999942,2,8,11,0.2,4.0
0.014901335799999933,2,8,11,0.3,1.5
0.018651575800000073,2,8,11,0.3,2.0
0.026230575800000013,2,8,11,0.3,2.5
0.02872657579999996,2,8,11,0.3,3.0
0.013556875800000038,2,8,11,0.3,3.5
0.016260875799999942,2,8,11,0.3,4.0
0.012654155800000046,2,8,11,0.4,1.5
0.011321395800000114,2,8,11,0.4,2.0
0.02520539580000005,2,8,11,0.4,2.5
0.0277013958,2,8,11,0.4,3.0
0.01477887579999996,2,8,11,0.4,3.5
0.016260875799999942,2,8,11,0.4,4.0
0.023621215799999856,2,8,11,0.5,1.5
0.023511755800000107,2,8,11,0.5,2.0
0.023386225199999965,2,8,11,0.5,2.5
0.025882225199999914,2,8,11,0.5,3.0
0.01477887579999996,2,8,11,0.5,3.5
0.016260875799999942,2,8,11,0.5,4.0
0.03331375579999984,2,8,11,0.6,1.5
0.024842955799999872,2,8,11,0.6,2.0
0.023386225199999965,2,8,11,0.6,2.5
0.025882225199999914,2,8,11,0.6,3.0
0.01477887579999996,2,8,11,0.6,3.5
0.016260875799999942,2,8,11,0.6,4.0
0.03331375579999984,2,8,11,0.7,1.5
0.024842955799999872,2,8,11,0.7,2.0
0.023386225199999965,2,8,11,0.7,2.5
0.025882225199999914,2,8,11,0.7,3.0
0.01477887579999996,2,8,11,0.7,3.5
0.016260875799999942,2,8,11,0.7,4.0
0.03331375579999984,2,8,11,0.8,1.5
0.024842955799999872,2,8,11,0.8,2.0
0.023386225199999965,2,8,11,0.8,2.5
0.025882225199999914,2,8,11,0.8,3.0
0.01477887579999996,2,8,11,0.8,3.5
0.016260875799999942,2,8,11,0.8,4.0
0.03331375579999984,2,8,11,0.9,1.5
0.024842955799999872,2,8,11,0.9,2.0
0.023386225199999965,2,8,11,0.9,2.5
0.025882225199999914,2,8,11,0.9,3.0
0.01477887579999996,2,8,11,0.9,3.5
0.016260875799999942,2,8,11,0.9,4.0
0.01571045579999986,2,11,11,0.1,1.5
0.0187524557999999,2,11,11,0.1,2.0
0.02065045579999995,2,11,11,0.1,2.5
0.023146455799999896,2,11,11,0.1,3.0
0.013582875800000014,2,11,11,0.1,3.5
0.01620887579999999,2,11,11,0.1,4.0
0.018486475799999985,2,11,11,0.2,1.5
0.01603051580000014,2,11,11,0.2,2.0
0.019332515800000095,2,11,11,0.2,2.5
0.023414515799999782,2,11,11,0.2,3.0
0.013582875800000014,2,11,11,0.2,3.5
0.016130875799999913,2,11,11,0.2,4.0
0.018486475799999985,2,11,11,0.3,1.5
0.02308275840000007,2,11,11,0.3,2.0
0.019332515800000095,2,11,11,0.3,2.5
0.023414515799999782,2,11,11,0.3,3.0
0.013556875800000038,2,11,11,0.3,3.5
0.016130875799999913,2,11,11,0.3,4.0
0.014189715800000138,2,11,11,0.4,1.5
0.018483878400000243,2,11,11,0.4,2.0
0.02310563580000019,2,11,11,0.4,2.5
0.025601635800000133,2,11,11,0.4,3.0
0.013556875800000038,2,11,11,0.4,3.5
0.016130875799999913,2,11,11,0.4,4.0
0.014189715800000138,2,11,11,0.5,1.5
0.018483878400000243,2,11,11,0.5,2.0
0.025679635800000062,2,11,11,0.5,2.5
0.028175635800000008,2,11,11,0.5,3.0
0.01399887579999993,2,11,11,0.5,3.5
0.016130875799999913,2,11,11,0.5,4.0
0.020792933199999898,2,11,11,0.6,1.5
0.02435493319999991,2,11,11,0.6,2.0
0.02133685320000003,2,11,11,0.6,2.5
0.023832853199999976,2,11,11,0.6,3.0
0.01399887579999993,2,11,11,0.6,3.5
0.016130875799999913,2,11,11,0.6,4.0
0.020792933199999898,2,11,11,0.7,1.5
0.02435493319999991,2,11,11,0.7,2.0
0.02133685320000003,2,11,11,0.7,2.5
0.023832853199999976,2,11,11,0.7,3.0
0.01399887579999993,2,11,11,0.7,3.5
0.016130875799999913,2,11,11,0.7,4.0
0.020792933199999898,2,11,11,0.8,1.5
0.02435493319999991,2,11,11,0.8,2.0
0.02133685320000003,2,11,11,0.8,2.5
0.023832853199999976,2,11,11,0.8,3.0
0.01399887579999993,2,11,11,0.8,3.5
0.016130875799999913,2,11,11,0.8,4.0
0.020792933199999898,2,11,11,0.9,1.5
0.02435493319999991,2,11,11,0.9,2.0
0.02133685320000003,2,11,11,0.9,2.5
0.023832853199999976,2,11,11,0.9,3.0
0.01399887579999993,2,11,11,0.9,3.5
0.016130875799999913,2,11,11,0.9,4.0
0.011238455799999643,2,14,11,0.1,1.5
0.013578455799999731,2,14,11,0.1,2.0
0.020676455799999924,2,14,11,0.1,2.5
0.023236935799999796,2,14,11,0.1,3.0
0.013946875799999979,2,14,11,0.1,3.5
0.01620887579999999,2,14,11,0.1,4.0
0.019723295799999877,2,14,11,0.2,1.5
0.01729645579999975,2,14,11,0.2,2.0
0.020624455799999827,2,14,11,0.2,2.5
0.023184935799999695,2,14,11,0.2,3.0
0.013738875799999871,2,14,11,0.2,3.5
0.016029475800000095,2,14,11,0.2,4.0
0.01772831839999992,2,14,11,0.3,1.5
0.021290318399999782,2,14,11,0.3,2.0
0.018629478399999864,2,14,11,0.3,2.5
0.023061958399999808,2,14,11,0.3,3.0
0.013630195799999958,2,14,11,0.3,3.5
0.016029475800000095,2,14,11,0.3,4.0
0.013442475800000084,2,14,11,0.4,1.5
0.011301635799999989,2,14,11,0.4,2.0
0.025310955800000094,2,14,11,0.4,2.5
