Roi,Fast Period,Slow Period,high & low Period,high & low Error,Gain Value
0.017167235799999993,5,23,8,0.6,2.5
0.029647235800000168,5,23,8,0.6,3.0
0.013530875799999913,5,23,8,0.6,3.5
0.015948875799999932,5,23,8,0.6,4.0
0.017866074200000078,5,23,8,0.7,1.5
0.02194807420000006,5,23,8,0.7,2.0
0.01849323579999997,5,23,8,0.7,2.5
0.029647235800000168,5,23,8,0.7,3.0
0.013530875799999913,5,23,8,0.7,3.5
0.015948875799999932,5,23,8,0.7,4.0
0.017866074200000078,5,23,8,0.8,1.5
0.02194807420000006,5,23,8,0.8,2.0
0.01849323579999997,5,23,8,0.8,2.5
0.029647235800000168,5,23,8,0.8,3.0
0.013530875799999913,5,23,8,0.8,3.5
0.015948875799999932,5,23,8,0.8,4.0
0.017866074200000078,5,23,8,0.9,1.5
0.02194807420000006,5,23,8,0.9,2.0
0.01849323579999997,5,23,8,0.9,2.5
0.029647235800000168,5,23,8,0.9,3.0
0.013530875799999913,5,23,8,0.9,3.5
0.015948875799999932,5,23,8,0.9,4.0
0.0159622657999999,5,26,8,0.1,1.5
0.01801678579999997,5,26,8,0.1,2.0
0.021370785800000174,5,26,8,0.1,2.5
0.023502785800000005,5,26,8,0.1,3.0
0.013530875799999913,5,26,8,0.1,3.5
0.018210875799999943,5,26,8,0.1,4.0
0.008156111600000045,5,26,8,0.2,1.5
0.01273211160000017,5,26,8,0.2,2.0
0.01860863160000031,5,26,8,0.2,2.5
0.029007591600000125,5,26,8,0.2,3.0
0.013530875799999913,5,26,8,0.2,3.5
0.020472875799999953,5,26,8,0.2,4.0
0.007207285799999883,5,26,8,0.3,1.5
0.013603285799999977,5,26,8,0.3,2.0
0.019479805800000118,5,26,8,0.3,2.5
0.02987876579999994,5,26,8,0.3,3.0
0.013530875799999913,5,26,8,0.3,3.5
0.020472875799999953,5,26,8,0.3,4.0
0.01952998580000004,5,26,8,0.4,1.5
0.01871930580000007,5,26,8,0.4,2.0
0.022567305800000267,5,26,8,0.4,2.5
0.02334678580000013,5,26,8,0.4,3.0
0.013530875799999913,5,26,8,0.4,3.5
0.020472875799999953,5,26,8,0.4,4.0
0.012445115800000095,5,26,8,0.5,1.5
0.011842955799999954,5,26,8,0.5,2.0
0.0253104358000001,5,26,8,0.5,2.5
0.026089915799999967,5,26,8,0.5,3.0
0.013530875799999913,5,26,8,0.5,3.5
0.020472875799999953,5,26,8,0.5,4.0
0.012445115800000095,5,26,8,0.6,1.5
0.011842955799999954,5,26,8,0.6,2.0
0.023854435800000243,5,26,8,0.6,2.5
0.024633915800000107,5,26,8,0.6,3.0
0.013530875799999913,5,26,8,0.6,3.5
0.020472875799999953,5,26,8,0.6,4.0
0.01537219579999996,5,26,8,0.7,1.5
0.013937515799999967,5,26,8,0.7,2.0
0.018722035800000064,5,26,8,0.7,2.5
0.027664995800000026,5,26,8,0.7,3.0
0.013530875799999913,5,26,8,0.7,3.5
0.020472875799999953,5,26,8,0.7,4.0
0.01537219579999996,5,26,8,0.8,1.5
0.013937515799999967,5,26,8,0.8,2.0
0.018722035800000064,5,26,8,0.8,2.5
0.027664995800000026,5,26,8,0.8,3.0
0.013530875799999913,5,26,8,0.8,3.5
0.020472875799999953,5,26,8,0.8,4.0
0.01537219579999996,5,26,8,0.9,1.5
0.013937515799999967,5,26,8,0.9,2.0
0.018722035800000064,5,26,8,0.9,2.5
0.027664995800000026,5,26,8,0.9,3.0
0.013530875799999913,5,26,8,0.9,3.5
0.020472875799999953,5,26,8,0.9,4.0
0.012686265799999924,5,29,8,0.1,1.5
0.014792785799999947,5,29,8,0.1,2.0
0.02272278579999998,5,29,8,0.1,2.5
0.02272278579999998,5,29,8,0.1,3.0
0.020403195800000006,5,29,8,0.1,3.5
0.020403195800000006,5,29,8,0.1,4.0
0.007386555800000014,5,29,8,0.2,1.5
0.011833075799999978,5,29,8,0.2,2.0
0.019398035800000008,5,29,8,0.2,2.5
0.02829003580000005,5,29,8,0.2,3.0
0.01425887579999999,5,29,8,0.2,3.5
0.020403195800000006,5,29,8,0.2,4.0
0.007115115799999825,5,29,8,0.3,1.5
0.012288595799999979,5,29,8,0.3,2.0
0.02588607580000001,5,29,8,0.3,2.5
0.02588607580000001,5,29,8,0.3,3.0
0.013400875799999884,5,29,8,0.3,3.5
0.020403195800000006,5,29,8,0.3,4.0
0.01247345319999976,5,29,8,0.4,1.5
0.012288595799999979,5,29,8,0.4,2.0
0.02588607580000001,5,29,8,0.4,2.5
0.02588607580000001,5,29,8,0.4,3.0
0.013400875799999884,5,29,8,0.4,3.5
0.020403195800000006,5,29,8,0.4,4.0
0.012317453199999754,5,29,8,0.5,1.5
0.012288595799999979,5,29,8,0.5,2.0
0.02588607580000001,5,29,8,0.5,2.5
0.02588607580000001,5,29,8,0.5,3.0
0.013400875799999884,5,29,8,0.5,3.5
0.020403195800000006,5,29,8,0.5,4.0
0.012317453199999754,5,29,8,0.6,1.5
0.012288595799999979,5,29,8,0.6,2.0
0.02588607580000001,5,29,8,0.6,2.5
0.02588607580000001,5,29,8,0.6,3.0
0.013400875799999884,5,29,8,0.6,3.5
0.020403195800000006,5,29,8,0.6,4.0
0.013781253199999758,5,29,8,0.7,1.5
0.012530395800000062,5,29,8,0.7,2.0
0.027453875800000072,5,29,8,0.7,2.5
0.027453875800000072,5,29,8,0.7,3.0
0.013400875799999884,5,29,8,0.7,3.5
0.020403195800000006,5,29,8,0.7,4.0
0.013781253199999758,5,29,8,0.8,1.5
0.012530395800000062,5,29,8,0.8,2.0
0.027453875800000072,5,29,8,0.8,2.5
0.027453875800000072,5,29,8,0.8,3.0
0.013400875799999884,5,29,8,0.8,3.5
0.020403195800000006,5,29,8,0.8,4.0
0.013781253199999758,5,29,8,0.9,1.5
0.012530395800000062,5,29,8,0.9,2.0
0.027453875800000072,5,29,8,0.9,2.5
0.027453875800000072,5,29,8,0.9,3.0
0.013400875799999884,5,29,8,0.9,3.5
0.020403195800000006,5,29,8,0.9,4.0
0.006360595800000049,8,11,8,0.1,1.5
0.012392595800000033,8,11,8,0.1,2.0
0.027706595799999997,8,11,8,0.1,2.5
0.02927907579999988,8,11,8,0.1,3.0
0.015246875799999978,8,11,8,0.1,3.5
0.01815887579999999,8,11,8,0.1,4.0
0.006402715799999971,8,11,8,0.2,1.5
0.013172595800000061,8,11,8,0.2,2.0
0.026302595799999797,8,11,8,0.2,2.5
0.027875075799999677,8,11,8,0.2,3.0
0.013842875799999778,8,11,8,0.2,3.5
0.016182875800000013,8,11,8,0.2,4.0
0.006402715799999971,8,11,8,0.3,1.5
0.013172595800000061,8,11,8,0.3,2.0
0.022384395800000057,8,11,8,0.3,2.5
0.027406035799999923,8,11,8,0.3,3.0
0.01337383580000002,8,11,8,0.3,3.5
0.016182875800000013,8,11,8,0.3,4.0
0.010305632999999943,8,11,8,0.4,1.5
0.013172595800000061,8,11,8,0.4,2.0
0.022384395800000057,8,11,8,0.4,2.5
0.027406035799999923,8,11,8,0.4,3.0
0.01337383580000002,8,11,8,0.4,3.5
0.016182875800000013,8,11,8,0.4,4.0
0.011537455800000202,8,11,8,0.5,1.5
0.013172595800000061,8,11,8,0.5,2.0
0.022384395800000057,8,11,8,0.5,2.5
0.027406035799999923,8,11,8,0.5,3.0
0.01337383580000002,8,11,8,0.5,3.5
0.016182875800000013,8,11,8,0.5,4.0
0.011537455800000202,8,11,8,0.6,1.5
0.013172595800000061,8,11,8,0.6,2.0
0.021813435800000166,8,11,8,0.6,2.5
0.02683507580000003,8,11,8,0.6,3.0
0.01337383580000002,8,11,8,0.6,3.5
0.016182875800000013,8,11,8,0.6,4.0
0.011537455800000202,8,11,8,0.7,1.5
0.013172595800000061,8,11,8,0.7,2.0
