symbol,volume,last_price,time,p_change,ch_percentage,extended_hours_price,ehp_percentage,datetime
TSLA,62198945.0,265.87,1694444070,17.37,,,,2023-09-11 14:54:30
TSLA,62199459.0,265.85,1694444072,17.35,6.98,,,2023-09-11 14:54:32
TSLA,62200601.0,265.82,1694444074,17.32,6.97,,,2023-09-11 14:54:34
TSLA,62202606.0,265.825,1694444076,,,,,2023-09-11 14:54:36
TSLA,62202706.0,265.83,1694444077,17.33,,,,2023-09-11 14:54:37
TSLA,62204778.0,265.89,1694444080,17.39,7.0,,,2023-09-11 14:54:40
TSLA,62205070.0,265.85,1694444082,17.35,6.98,,,2023-09-11 14:54:42
TSLA,62206235.0,265.94,1694444084,17.44,7.02,,,2023-09-11 14:54:44
TSLA,62207177.0,265.95,1694444087,17.45,,,,2023-09-11 14:54:47
TSLA,62207768.0,265.93,1694444088,17.43,7.01,,,2023-09-11 14:54:48
TSLA,62207868.0,265.935,1694444089,17.44,7.02,,,2023-09-11 14:54:49
TSLA,62209065.0,265.92,1694444091,17.42,7.01,,,2023-09-11 14:54:51
TSLA,62209897.0,265.96,1694444093,17.46,7.03,,,2023-09-11 14:54:53
TSLA,62209950.0,265.95,1694444096,17.45,7.02,,,2023-09-11 14:54:56
TSLA,62210542.0,265.98,1694444098,17.48,7.03,,,2023-09-11 14:54:58
TSLA,62212875.0,265.85,1694444100,17.35,6.98,,,2023-09-11 14:55:00
TSLA,62213077.0,265.83,1694444102,17.33,6.97,,,2023-09-11 14:55:02
TSLA,62213177.0,265.87,1694444103,17.37,6.99,,,2023-09-11 14:55:03
TSLA,62213910.0,265.98,1694444105,17.48,7.03,,,2023-09-11 14:55:05
TSLA,62215650.0,265.91,1694444108,17.41,7.01,,,2023-09-11 14:55:08
TSLA,62217383.0,265.84,1694444110,17.34,6.98,,,2023-09-11 14:55:10
TSLA,62221366.0,265.75,1694444112,17.25,6.94,,,2023-09-11 14:55:12
TSLA,62224386.0,265.73,1694444114,17.23,6.93,,,2023-09-11 14:55:14
TSLA,62226276.0,265.74,1694444116,17.24,6.94,,,2023-09-11 14:55:16
TSLA,62226926.0,265.8,1694444118,17.3,6.96,,,2023-09-11 14:55:18
TSLA,62227973.0,265.84,1694444121,17.34,6.98,,,2023-09-11 14:55:21
TSLA,62228619.0,265.78,1694444123,17.28,6.95,,,2023-09-11 14:55:23
TSLA,62228719.0,265.8,1694444124,17.3,6.96,,,2023-09-11 14:55:24
TSLA,62229568.0,265.82,1694444125,17.32,6.97,,,2023-09-11 14:55:25
TSLA,62231778.0,265.8,1694444129,17.3,6.96,,,2023-09-11 14:55:29
TSLA,62233299.0,265.79,1694444131,17.29,,,,2023-09-11 14:55:31
TSLA,62234108.0,265.78,1694444133,17.28,6.95,,,2023-09-11 14:55:33
TSLA,62234158.0,,1694444134,,,,,2023-09-11 14:55:34
TSLA,62240865.0,265.54,1694444135,17.04,6.86,,,2023-09-11 14:55:35
TSLA,62241691.0,265.62,1694444138,17.12,6.89,,,2023-09-11 14:55:38
TSLA,62242242.0,265.66,1694444140,17.16,6.91,,,2023-09-11 14:55:40
TSLA,62243085.0,265.67,1694444142,17.17,,,,2023-09-11 14:55:42
TSLA,62243940.0,265.72,1694444145,17.22,6.93,,,2023-09-11 14:55:45
TSLA,62245157.0,265.77,1694444147,17.27,6.95,,,2023-09-11 14:55:47
TSLA,62245167.0,265.75,1694444149,17.25,6.94,,,2023-09-11 14:55:49
TSLA,62246731.0,265.74,1694444151,17.24,,,,2023-09-11 14:55:51
TSLA,62247504.0,265.84,1694444153,17.34,6.98,,,2023-09-11 14:55:53
TSLA,62250794.0,265.98,1694444155,17.48,7.03,,,2023-09-11 14:55:55
TSLA,62257942.0,,1694444157,,,,,2023-09-11 14:55:57
TSLA,62261273.0,266.08,1694444159,17.58,7.07,,,2023-09-11 14:55:59
TSLA,62262948.0,266.0,1694444161,17.5,7.04,,,2023-09-11 14:56:01
TSLA,62264065.0,,1694444163,,,,,2023-09-11 14:56:03
TSLA,62264072.0,266.02,1694444164,17.52,7.05,,,2023-09-11 14:56:04
TSLA,62265427.0,266.11,1694444166,17.61,7.09,,,2023-09-11 14:56:06
TSLA,62266874.0,266.16,1694444168,17.66,7.11,,,2023-09-11 14:56:08
TSLA,62276599.0,266.22,1694444170,17.72,7.13,,,2023-09-11 14:56:10
TSLA,62282571.0,266.27,1694444172,17.77,7.15,,,2023-09-11 14:56:12
TSLA,62285856.0,266.28,1694444174,17.78,,,,2023-09-11 14:56:14
TSLA,62290351.0,266.19,1694444177,17.69,7.12,,,2023-09-11 14:56:17
TSLA,62291906.0,266.25,1694444179,17.75,7.14,,,2023-09-11 14:56:19
TSLA,62292838.0,266.24,1694444181,17.74,,,,2023-09-11 14:56:21
TSLA,62293358.0,266.27,1694444183,17.77,7.15,,,2023-09-11 14:56:23
TSLA,62294052.0,266.25,1694444185,17.75,7.14,,,2023-09-11 14:56:25
TSLA,62295494.0,,1694444187,,,,,2023-09-11 14:56:27
TSLA,62295497.0,,1694444189,,,,,2023-09-11 14:56:29
TSLA,62296708.0,266.26,1694444191,17.76,7.15,,,2023-09-11 14:56:31
TSLA,62316602.0,266.0,1694444193,17.5,7.04,,,2023-09-11 14:56:33
TSLA,62325459.0,265.91,1694444195,17.41,7.01,,,2023-09-11 14:56:35
TSLA,62326426.0,265.79,1694444197,17.29,6.96,,,2023-09-11 14:56:37
TSLA,62326427.0,265.78,1694444198,17.28,6.95,,,2023-09-11 14:56:38
TSLA,62327685.0,265.77,1694444200,17.27,,,,2023-09-11 14:56:40
TSLA,62327802.0,265.84,1694444202,17.34,6.98,,,2023-09-11 14:56:42
TSLA,62329287.0,265.71,1694444205,17.21,6.93,,,2023-09-11 14:56:45
TSLA,62332594.0,265.73,1694444207,17.23,,,,2023-09-11 14:56:47
TSLA,62334106.0,265.6,1694444209,17.1,6.88,,,2023-09-11 14:56:49
TSLA,62348194.0,265.33,1694444211,16.83,6.77,,,2023-09-11 14:56:51
TSLA,62351818.0,265.22,1694444213,16.72,6.73,,,2023-09-11 14:56:53
TSLA,62354800.0,265.31,1694444215,16.81,6.76,,,2023-09-11 14:56:55
TSLA,62355113.0,265.38,1694444217,16.88,6.79,,,2023-09-11 14:56:57
TSLA,62356208.0,,1694444219,,,,,2023-09-11 14:56:59
TSLA,62356258.0,265.39,1694444220,16.89,6.8,,,2023-09-11 14:57:00
TSLA,62358201.0,,1694444222,,,,,2023-09-11 14:57:02
TSLA,62358871.0,265.42,1694444224,16.92,6.81,,,2023-09-11 14:57:04
TSLA,62359164.0,265.45,1694444226,16.95,6.82,,,2023-09-11 14:57:06
TSLA,62361041.0,265.48,1694444229,16.98,6.83,,,2023-09-11 14:57:09
TSLA,62362079.0,265.43,1694444231,16.93,6.81,,,2023-09-11 14:57:11
TSLA,62364316.0,265.36,1694444233,16.86,6.78,,,2023-09-11 14:57:13
TSLA,62367639.0,265.15,1694444236,16.65,6.7,,,2023-09-11 14:57:16
TSLA,62369668.0,265.18,1694444238,16.68,6.71,,,2023-09-11 14:57:18
TSLA,62370876.0,265.16,1694444240,16.66,6.7,,,2023-09-11 14:57:20
TSLA,62371001.0,265.14,1694444241,16.64,,,,2023-09-11 14:57:21
TSLA,62372774.0,265.06,1694444242,16.56,6.66,,,2023-09-11 14:57:22
TSLA,62374334.0,265.09,1694444244,16.59,6.68,,,2023-09-11 14:57:24
TSLA,62376159.0,265.07,1694444246,16.57,6.67,,,2023-09-11 14:57:26
TSLA,62380034.0,265.08,1694444248,16.58,,,,2023-09-11 14:57:28
TSLA,62383094.0,265.17,1694444251,16.67,6.71,,,2023-09-11 14:57:31
TSLA,62383754.0,265.19,1694444253,16.69,6.72,,,2023-09-11 14:57:33
TSLA,62385581.0,265.15,1694444256,16.65,6.7,,,2023-09-11 14:57:36
TSLA,62389735.0,265.24,1694444258,16.74,6.74,,,2023-09-11 14:57:38
TSLA,62389765.0,265.23,1694444259,16.73,6.73,,,2023-09-11 14:57:39
TSLA,62395142.0,265.31,1694444260,16.81,6.76,,,2023-09-11 14:57:40
TSLA,62398183.0,265.28,1694444262,16.78,6.75,,,2023-09-11 14:57:42
TSLA,62404434.0,265.34,1694444265,16.84,6.78,,,2023-09-11 14:57:45
TSLA,62407776.0,265.49,1694444268,16.99,6.84,,,2023-09-11 14:57:48
TSLA,62409437.0,265.63,1694444270,17.13,6.89,,,2023-09-11 14:57:50
TSLA,62409438.0,265.6,1694444271,17.1,6.88,,,2023-09-11 14:57:51
TSLA,62412359.0,265.69,1694444272,17.19,6.92,,,2023-09-11 14:57:52
TSLA,62415112.0,265.77,1694444274,17.27,6.95,,,2023-09-11 14:57:54
TSLA,62416034.0,265.64,1694444277,17.14,6.9,,,2023-09-11 14:57:57
TSLA,62417172.0,265.59,1694444279,17.09,6.88,,,2023-09-11 14:57:59
TSLA,62418139.0,265.575,1694444281,17.07,6.87,,,2023-09-11 14:58:01
TSLA,62420299.0,265.31,1694444283,16.81,6.76,,,2023-09-11 14:58:03
TSLA,62421099.0,265.22,1694444286,16.72,6.73,,,2023-09-11 14:58:06
TSLA,62422393.0,265.16,1694444288,16.66,6.7,,,2023-09-11 14:58:08
TSLA,62425875.0,265.365,1694444290,16.87,6.79,,,2023-09-11 14:58:10
TSLA,62426765.0,265.3,1694444292,16.8,6.76,,,2023-09-11 14:58:12
TSLA,62426865.0,265.31,1694444294,16.81,,,,2023-09-11 14:58:14
TSLA,62428016.0,265.38,1694444296,16.88,6.79,,,2023-09-11 14:58:16
TSLA,62428891.0,265.23,1694444298,16.73,6.73,,,2023-09-11 14:58:18
TSLA,62431562.0,265.2,1694444299,16.7,6.72,,,2023-09-11 14:58:19
TSLA,62431565.0,265.22,1694444301,16.72,6.73,,,2023-09-11 14:58:21
TSLA,62431994.0,265.24,1694444303,16.74,6.74,,,2023-09-11 14:58:23
TSLA,62432445.0,265.2,1694444306,16.7,6.72,,,2023-09-11 14:58:26
TSLA,62432895.0,265.23,1694444308,16.73,6.73,,,2023-09-11 14:58:28
TSLA,62434984.0,265.2,1694444310,16.7,6.72,,,2023-09-11 14:58:30
TSLA,62436067.0,265.28,1694444312,16.78,6.75,,,2023-09-11 14:58:32
TSLA,62436167.0,265.29,1694444313,16.79,6.76,,,2023-09-11 14:58:33
TSLA,62436973.0,265.41,1694444315,16.91,6.8,,,2023-09-11 14:58:35
TSLA,62438649.0,265.55,1694444318,17.05,6.86,,,2023-09-11 14:58:38
TSLA,62439537.0,265.62,1694444320,17.12,6.89,,,2023-09-11 14:58:40
TSLA,62439637.0,265.59,1694444321,17.09,6.88,,,2023-09-11 14:58:41
TSLA,62440840.0,265.41,1694444323,16.91,6.8,,,2023-09-11 14:58:43
TSLA,62441165.0,265.39,1694444325,16.89,,,,2023-09-11 14:58:45
TSLA,62441446.0,265.51,1694444327,17.01,6.85,,,2023-09-11 14:58:47
TSLA,62443585.0,265.64,1694444329,17.14,6.9,,,2023-09-11 14:58:49
TSLA,62443772.0,265.65,1694444331,17.15,,,,2023-09-11 14:58:51
TSLA,62443774.0,,1694444333,,,,,2023-09-11 14:58:53
TSLA,62445169.0,265.74,1694444336,17.24,6.94,,,2023-09-11 14:58:56
TSLA,62447185.0,265.83,1694444338,17.33,6.97,,,2023-09-11 14:58:58
TSLA,62448406.0,265.73,1694444340,17.23,6.93,,,2023-09-11 14:59:00
TSLA,62450849.0,265.93,1694444342,17.43,7.01,,,2023-09-11 14:59:02
TSLA,62452992.0,265.91,1694444344,17.41,,,,2023-09-11 14:59:04
TSLA,62453935.0,265.87,1694444346,17.37,6.99,,,2023-09-11 14:59:06
TSLA,62454307.0,265.91,1694444349,17.41,7.01,,,2023-09-11 14:59:09
TSLA,62454725.0,265.95,1694444350,17.45,7.02,,,2023-09-11 14:59:10
TSLA,62454775.0,,1694444351,,,,,2023-09-11 14:59:11
TSLA,62455635.0,,1694444353,,,,,2023-09-11 14:59:13
TSLA,62458451.0,265.93,1694444356,17.43,7.01,,,2023-09-11 14:59:16
TSLA,62458666.0,265.95,1694444359,17.45,7.02,,,2023-09-11 14:59:19
TSLA,62458950.0,265.98,1694444361,17.48,7.03,,,2023-09-11 14:59:21
TSLA,62459580.0,265.97,1694444363,17.47,,,,2023-09-11 14:59:23
TSLA,62459581.0,265.96,1694444364,17.46,,,,2023-09-11 14:59:24
TSLA,62460781.0,265.83,1694444365,17.33,6.97,,,2023-09-11 14:59:25
TSLA,62461850.0,265.84,1694444368,17.34,6.98,,,2023-09-11 14:59:28
TSLA,62462460.0,265.89,1694444370,17.39,7.0,,,2023-09-11 14:59:30
TSLA,62463943.0,265.82,1694444373,17.32,6.97,,,2023-09-11 14:59:33
TSLA,62465384.0,265.89,1694444374,17.39,7.0,,,2023-09-11 14:59:34
TSLA,62465434.0,265.87,1694444376,17.37,6.99,,,2023-09-11 14:59:36
TSLA,62466453.0,265.9,1694444379,17.4,7.0,,,2023-09-11 14:59:39
TSLA,62466569.0,265.88,1694444381,17.38,6.99,,,2023-09-11 14:59:41
TSLA,62468790.0,265.86,1694444383,17.36,,,,2023-09-11 14:59:43
TSLA,62468815.0,265.87,1694444384,17.37,,,,2023-09-11 14:59:44
TSLA,62468915.0,265.86,1694444385,17.36,,,,2023-09-11 14:59:45
TSLA,62469109.0,265.87,1694444389,17.37,,,,2023-09-11 14:59:49
TSLA,62470611.0,265.91,1694444391,17.41,7.01,,,2023-09-11 14:59:51
TSLA,62471130.0,265.9,1694444393,17.4,7.0,,,2023-09-11 14:59:53
TSLA,62472002.0,265.95,1694444395,17.45,7.02,,,2023-09-11 14:59:55
TSLA,62493142.0,265.96,1694444399,17.46,7.03,,,2023-09-11 14:59:59
TSLA,62494242.0,265.95,1694444402,17.45,7.02,,,2023-09-11 15:00:02
TSLA,62496085.0,266.03,1694444404,17.53,7.05,,,2023-09-11 15:00:04
TSLA,62497625.0,266.06,1694444406,17.56,7.07,,,2023-09-11 15:00:06
TSLA,62499407.0,266.05,1694444408,17.55,7.06,,,2023-09-11 15:00:08
TSLA,62501885.0,266.0,1694444411,17.5,7.04,,,2023-09-11 15:00:11
TSLA,62503086.0,266.1,1694444412,17.6,7.08,,,2023-09-11 15:00:12
TSLA,62503087.0,266.12,1694444413,17.62,7.09,,,2023-09-11 15:00:13
TSLA,62504054.0,266.14,1694444415,17.64,7.1,,,2023-09-11 15:00:15
TSLA,62541412.0,266.48,1694444417,17.98,7.24,,,2023-09-11 15:00:17
TSLA,62550185.0,266.59,1694444419,18.09,7.28,,,2023-09-11 15:00:19
TSLA,62555718.0,266.5,1694444422,18.0,7.24,,,2023-09-11 15:00:22
TSLA,62562379.0,266.66,1694444424,18.16,7.31,,,2023-09-11 15:00:24
TSLA,62566206.0,266.57,1694444426,18.07,7.27,,,2023-09-11 15:00:26
TSLA,62567402.0,266.55,1694444428,18.05,7.26,,,2023-09-11 15:00:28
TSLA,62569524.0,266.61,1694444430,18.11,7.29,,,2023-09-11 15:00:30
TSLA,62571900.0,,1694444432,,,,,2023-09-11 15:00:32
TSLA,62574304.0,266.55,1694444434,18.05,7.26,,,2023-09-11 15:00:34
TSLA,62575166.0,266.53,1694444436,18.03,,,,2023-09-11 15:00:36
TSLA,62577418.0,266.48,1694444438,17.98,7.24,,,2023-09-11 15:00:38
TSLA,62579224.0,266.44,1694444441,17.94,7.22,,,2023-09-11 15:00:41
TSLA,62583944.0,266.11,1694444443,17.61,7.09,,,2023-09-11 15:00:43
TSLA,62585528.0,266.22,1694444445,17.72,7.13,,,2023-09-11 15:00:45
TSLA,62586748.0,266.1,1694444447,17.6,7.08,,,2023-09-11 15:00:47
TSLA,62588382.0,266.04,1694444449,17.54,7.06,,,2023-09-11 15:00:49
TSLA,62588756.0,266.07,1694444451,17.57,7.07,,,2023-09-11 15:00:51
TSLA,62589459.0,266.12,1694444452,17.62,7.09,,,2023-09-11 15:00:52
TSLA,62589460.0,266.13,1694444453,17.63,,,,2023-09-11 15:00:53
TSLA,62589520.0,266.145,1694444454,17.64,7.1,,,2023-09-11 15:00:54
TSLA,62589620.0,266.16,1694444456,17.66,7.11,,,2023-09-11 15:00:56
TSLA,62590448.0,266.32,1694444458,17.82,7.17,,,2023-09-11 15:00:58
TSLA,62592723.0,266.38,1694444460,17.88,7.2,,,2023-09-11 15:01:00
TSLA,62593897.0,266.29,1694444462,17.79,7.16,,,2023-09-11 15:01:02
TSLA,62595060.0,266.21,1694444464,17.71,7.13,,,2023-09-11 15:01:04
TSLA,62596399.0,266.2,1694444466,17.7,7.12,,,2023-09-11 15:01:06
TSLA,62597936.0,266.32,1694444469,17.82,7.17,,,2023-09-11 15:01:09
TSLA,62598339.0,266.22,1694444471,17.72,7.13,,,2023-09-11 15:01:11
TSLA,62603095.0,266.16,1694444473,17.66,7.11,,,2023-09-11 15:01:13
TSLA,62614422.0,265.95,1694444475,17.45,7.02,,,2023-09-11 15:01:15
TSLA,62615614.0,265.99,1694444477,17.49,7.04,,,2023-09-11 15:01:17
TSLA,62615656.0,266.1,1694444478,17.6,7.08,,,2023-09-11 15:01:18
TSLA,62619390.0,266.01,1694444481,17.51,7.05,,,2023-09-11 15:01:21
TSLA,62619679.0,266.1,1694444483,17.6,7.08,,,2023-09-11 15:01:23
TSLA,62620149.0,266.21,1694444485,17.71,7.13,,,2023-09-11 15:01:25
TSLA,62620159.0,266.14,1694444486,17.64,7.1,,,2023-09-11 15:01:26
TSLA,62622477.0,266.29,1694444488,17.79,7.16,,,2023-09-11 15:01:28
TSLA,62624060.0,266.3,1694444491,17.8,,,,2023-09-11 15:01:31
TSLA,62625646.0,266.22,1694444493,17.72,7.13,,,2023-09-11 15:01:33
TSLA,62627023.0,266.16,1694444495,17.66,7.11,,,2023-09-11 15:01:35
TSLA,62627772.0,266.29,1694444497,17.79,7.16,,,2023-09-11 15:01:37
TSLA,62627872.0,266.26,1694444499,17.76,7.15,,,2023-09-11 15:01:39
TSLA,62628302.0,266.16,1694444501,17.66,7.11,,,2023-09-11 15:01:41
TSLA,62629214.0,266.17,1694444504,17.67,,,,2023-09-11 15:01:44
TSLA,62632053.0,266.14,1694444505,17.64,7.1,,,2023-09-11 15:01:45
TSLA,62632063.0,266.15,1694444507,17.65,,,,2023-09-11 15:01:47
TSLA,62632164.0,266.19,1694444509,17.69,7.12,,,2023-09-11 15:01:49
TSLA,62632748.0,,1694444511,,,,,2023-09-11 15:01:51
TSLA,62633439.0,266.235,1694444513,17.74,7.14,,,2023-09-11 15:01:53
TSLA,62633886.0,266.22,1694444515,17.72,7.13,,,2023-09-11 15:01:55
TSLA,62637360.0,266.26,1694444517,17.76,7.15,,,2023-09-11 15:01:57
TSLA,62637738.0,266.27,1694444519,17.77,,,,2023-09-11 15:01:59
TSLA,62639509.0,266.3,1694444522,17.8,7.16,,,2023-09-11 15:02:02
TSLA,62643482.0,266.4,1694444524,17.9,7.2,,,2023-09-11 15:02:04
TSLA,62648279.0,266.44,1694444526,17.94,7.22,,,2023-09-11 15:02:06
TSLA,62659721.0,266.59,1694444528,18.09,7.28,,,2023-09-11 15:02:08
TSLA,62673821.0,266.69,1694444530,18.19,7.32,,,2023-09-11 15:02:10
TSLA,62678211.0,266.74,1694444532,18.24,7.34,,,2023-09-11 15:02:12
TSLA,62678261.0,266.65,1694444533,18.15,7.3,,,2023-09-11 15:02:13
TSLA,62678778.0,266.55,1694444534,18.05,7.26,,,2023-09-11 15:02:14
TSLA,62680607.0,266.68,1694444536,18.18,7.32,,,2023-09-11 15:02:16
TSLA,62697455.0,266.85,1694444538,18.35,7.38,,,2023-09-11 15:02:18
TSLA,62705186.0,266.76,1694444541,18.26,7.35,,,2023-09-11 15:02:21
TSLA,62706586.0,266.77,1694444543,18.27,,,,2023-09-11 15:02:23
TSLA,62708094.0,266.72,1694444545,18.22,7.33,,,2023-09-11 15:02:25
TSLA,62714414.0,266.86,1694444547,18.36,7.39,,,2023-09-11 15:02:27
TSLA,62715994.0,266.91,1694444549,18.41,7.41,,,2023-09-11 15:02:29
TSLA,62717975.0,266.82,1694444551,18.32,7.37,,,2023-09-11 15:02:31
TSLA,62719169.0,266.83,1694444554,18.33,7.38,,,2023-09-11 15:02:34
TSLA,62720051.0,266.82,1694444556,18.32,7.37,,,2023-09-11 15:02:36
TSLA,62720684.0,,1694444558,,,,,2023-09-11 15:02:38
TSLA,62722178.0,266.78,1694444560,18.28,7.36,,,2023-09-11 15:02:40
TSLA,62722179.0,266.77,1694444561,18.27,7.35,,,2023-09-11 15:02:41
TSLA,62727090.0,266.81,1694444563,18.31,7.37,,,2023-09-11 15:02:43
TSLA,62728108.0,,1694444565,,,,,2023-09-11 15:02:45
TSLA,62729335.0,266.75,1694444567,18.25,7.34,,,2023-09-11 15:02:47
TSLA,62732737.0,,1694444570,,,,,2023-09-11 15:02:50
TSLA,62733731.0,266.79,1694444571,18.29,7.36,,,2023-09-11 15:02:51
TSLA,62733732.0,,1694444573,,,,,2023-09-11 15:02:53
TSLA,62734598.0,266.8,1694444575,18.3,,,,2023-09-11 15:02:55
TSLA,62738684.0,266.9,1694444577,18.4,7.4,,,2023-09-11 15:02:57
TSLA,62739874.0,266.85,1694444580,18.35,7.38,,,2023-09-11 15:03:00
TSLA,62749427.0,266.91,1694444582,18.41,7.41,,,2023-09-11 15:03:02
TSLA,62750487.0,266.89,1694444584,18.39,7.4,,,2023-09-11 15:03:04
TSLA,62755186.0,266.91,1694444586,18.41,7.41,,,2023-09-11 15:03:06
TSLA,62764904.0,266.63,1694444590,18.13,7.3,,,2023-09-11 15:03:10
TSLA,62765752.0,266.61,1694444593,18.11,7.29,,,2023-09-11 15:03:13
TSLA,62769879.0,266.54,1694444595,18.04,7.26,,,2023-09-11 15:03:15
TSLA,62771296.0,266.68,1694444597,18.18,7.32,,,2023-09-11 15:03:17
TSLA,62772642.0,266.74,1694444600,18.24,7.34,,,2023-09-11 15:03:20
TSLA,62772983.0,266.81,1694444602,18.31,7.37,,,2023-09-11 15:03:22
TSLA,62773755.0,266.72,1694444604,18.22,7.33,,,2023-09-11 15:03:24
TSLA,62775637.0,266.87,1694444606,18.37,7.39,,,2023-09-11 15:03:26
TSLA,62775638.0,,1694444607,,,,,2023-09-11 15:03:27
TSLA,62776396.0,266.84,1694444610,18.34,7.38,,,2023-09-11 15:03:30
TSLA,62777481.0,266.82,1694444612,18.32,7.37,,,2023-09-11 15:03:32
TSLA,62777581.0,266.87,1694444613,18.37,7.39,,,2023-09-11 15:03:33
TSLA,62779128.0,266.82,1694444615,18.32,7.37,,,2023-09-11 15:03:35
TSLA,62779772.0,266.72,1694444617,18.22,7.33,,,2023-09-11 15:03:37
TSLA,62783304.0,266.79,1694444620,18.29,7.36,,,2023-09-11 15:03:40
TSLA,62785103.0,266.63,1694444622,18.13,7.3,,,2023-09-11 15:03:42
TSLA,62785123.0,266.64,1694444623,18.14,,,,2023-09-11 15:03:43
TSLA,62786762.0,266.6,1694444625,18.1,7.28,,,2023-09-11 15:03:45
TSLA,62788010.0,266.63,1694444627,18.13,7.3,,,2023-09-11 15:03:47
TSLA,62789479.0,266.65,1694444630,18.15,,,,2023-09-11 15:03:50
TSLA,62791833.0,266.63,1694444632,18.13,,,,2023-09-11 15:03:52
TSLA,62793205.0,266.55,1694444634,18.05,7.26,,,2023-09-11 15:03:54
TSLA,62797194.0,266.57,1694444636,18.07,7.27,,,2023-09-11 15:03:56
TSLA,62800481.0,266.59,1694444638,18.09,7.28,,,2023-09-11 15:03:58
TSLA,62800485.0,266.58,1694444639,18.08,,,,2023-09-11 15:03:59
TSLA,62801618.0,266.63,1694444641,18.13,7.3,,,2023-09-11 15:04:01
TSLA,62801657.0,266.6,1694444643,18.1,7.28,,,2023-09-11 15:04:03
TSLA,62801736.0,266.605,1694444645,18.11,7.29,,,2023-09-11 15:04:05
TSLA,62802460.0,266.5,1694444647,18.0,7.24,,,2023-09-11 15:04:07
TSLA,62802998.0,266.44,1694444650,17.94,7.22,,,2023-09-11 15:04:10
TSLA,62805156.0,266.51,1694444652,18.01,7.25,,,2023-09-11 15:04:12
TSLA,62808388.0,266.58,1694444654,18.08,7.28,,,2023-09-11 15:04:14
TSLA,62809238.0,266.45,1694444656,17.95,7.22,,,2023-09-11 15:04:16
TSLA,62809627.0,266.5,1694444659,18.0,7.24,,,2023-09-11 15:04:19
TSLA,62809835.0,266.47,1694444661,17.97,7.23,,,2023-09-11 15:04:21
TSLA,62810458.0,266.44,1694444662,17.94,7.22,,,2023-09-11 15:04:22
TSLA,62810479.0,266.46,1694444663,17.96,7.23,,,2023-09-11 15:04:23
TSLA,62811722.0,266.44,1694444665,17.94,7.22,,,2023-09-11 15:04:25
TSLA,62811939.0,266.46,1694444668,17.96,7.23,,,2023-09-11 15:04:28
TSLA,62812061.0,,1694444670,,,,,2023-09-11 15:04:30
TSLA,62814832.0,266.53,1694444672,18.03,7.26,,,2023-09-11 15:04:32
TSLA,62814869.0,266.48,1694444673,17.98,7.24,,,2023-09-11 15:04:33
TSLA,62815161.0,266.43,1694444676,17.93,7.22,,,2023-09-11 15:04:36
TSLA,62816516.0,266.44,1694444678,17.94,,,,2023-09-11 15:04:38
