symbol,timestamp,open,high,low,close,volume,trade_count,vwap
LINK/USD,2023-09-23 23:24:00+00:00,7.17814,7.17814,7.17814,7.17814,0.0,0.0,0.0
LINK/USD,2023-09-23 23:25:00+00:00,7.173035,7.173035,7.173035,7.173035,0.0,0.0,0.0
LINK/USD,2023-09-23 23:26:00+00:00,7.1737,7.1737,7.1737,7.1737,0.0,0.0,0.0
LINK/USD,2023-09-23 23:27:00+00:00,7.17395,7.174705,7.17395,7.174705,0.0,0.0,0.0
LINK/USD,2023-09-23 23:28:00+00:00,7.17635,7.17635,7.17635,7.17635,0.0,0.0,0.0
LINK/USD,2023-09-23 23:33:00+00:00,7.190675,7.190675,7.190675,7.190675,0.0,0.0,0.0
LINK/USD,2023-09-23 23:34:00+00:00,7.195,7.19645,7.195,7.19645,0.0,0.0,0.0
LINK/USD,2023-09-23 23:36:00+00:00,7.19732,7.19732,7.19335,7.1963,0.0,0.0,0.0
LINK/USD,2023-09-23 23:37:00+00:00,7.1915,7.1915,7.1885,7.1885,0.0,0.0,0.0
LINK/USD,2023-09-23 23:39:00+00:00,7.1816,7.1816,7.179,7.179,0.0,0.0,0.0
LINK/USD,2023-09-23 23:40:00+00:00,7.176305,7.17858,7.1732,7.17858,0.0,0.0,0.0
LINK/USD,2023-09-23 23:43:00+00:00,7.174375,7.18335,7.174375,7.18335,0.0,0.0,0.0
LINK/USD,2023-09-23 23:47:00+00:00,7.196,7.20065,7.196,7.20065,0.0,0.0,0.0
LINK/USD,2023-09-23 23:48:00+00:00,7.20505,7.20505,7.20505,7.20505,0.0,0.0,0.0
LINK/USD,2023-09-23 23:49:00+00:00,7.1985,7.1985,7.198125,7.198125,0.0,0.0,0.0
LINK/USD,2023-09-23 23:50:00+00:00,7.1919,7.1919,7.1919,7.1919,0.0,0.0,0.0
LINK/USD,2023-09-23 23:52:00+00:00,7.1998,7.1998,7.1888,7.1888,0.0,0.0,0.0
LINK/USD,2023-09-23 23:53:00+00:00,7.18645,7.18645,7.18611,7.18611,0.0,0.0,0.0
LINK/USD,2023-09-23 23:54:00+00:00,7.18756,7.18756,7.18588,7.18588,0.0,0.0,0.0
LINK/USD,2023-09-23 23:55:00+00:00,7.1839,7.1915,7.1839,7.1915,0.0,0.0,0.0
LINK/USD,2023-09-23 23:56:00+00:00,7.18918,7.18918,7.18918,7.18918,0.0,0.0,0.0
LINK/USD,2023-09-23 23:59:00+00:00,7.1895,7.1895,7.1895,7.1895,0.0,0.0,0.0
LINK/USD,2023-09-24 00:00:00+00:00,7.20959,7.2434,7.20959,7.2426,0.0,0.0,0.0
LINK/USD,2023-09-24 00:01:00+00:00,7.2333,7.2333,7.209,7.209,0.0,0.0,0.0
LINK/USD,2023-09-24 00:02:00+00:00,7.21512,7.219865,7.2142,7.217,0.0,0.0,0.0
LINK/USD,2023-09-24 00:03:00+00:00,7.22735,7.22735,7.22735,7.22735,0.0,0.0,0.0
LINK/USD,2023-09-24 00:04:00+00:00,7.2295,7.23187,7.225565,7.225565,0.0,0.0,0.0
LINK/USD,2023-09-24 00:05:00+00:00,7.218655,7.218655,7.216615,7.216615,0.0,0.0,0.0
LINK/USD,2023-09-24 00:06:00+00:00,7.214295,7.21745,7.21371,7.21745,0.0,0.0,0.0
LINK/USD,2023-09-24 00:07:00+00:00,7.223,7.223,7.217825,7.217825,0.0,0.0,0.0
LINK/USD,2023-09-24 00:08:00+00:00,7.206915,7.2125,7.206915,7.2125,0.0,0.0,0.0
LINK/USD,2023-09-24 00:09:00+00:00,7.21605,7.22465,7.21605,7.22465,0.0,0.0,0.0
LINK/USD,2023-09-24 00:10:00+00:00,7.21995,7.21995,7.21995,7.21995,0.0,0.0,0.0
LINK/USD,2023-09-24 00:11:00+00:00,7.214045,7.214045,7.214045,7.214045,0.0,0.0,0.0
LINK/USD,2023-09-24 00:14:00+00:00,7.20417,7.20417,7.20417,7.20417,0.0,0.0,0.0
LINK/USD,2023-09-24 00:15:00+00:00,7.199435,7.199435,7.18957,7.1905,0.0,0.0,0.0
LINK/USD,2023-09-24 00:16:00+00:00,7.1864,7.1864,7.18178,7.18178,0.0,0.0,0.0
LINK/USD,2023-09-24 00:17:00+00:00,7.1809,7.1809,7.168755,7.168755,0.0,0.0,0.0
LINK/USD,2023-09-24 00:18:00+00:00,7.16363,7.167,7.1595,7.167,0.0,0.0,0.0
LINK/USD,2023-09-24 00:19:00+00:00,7.165405,7.165405,7.15985,7.15985,0.0,0.0,0.0
LINK/USD,2023-09-24 00:20:00+00:00,7.155905,7.156595,7.153115,7.153115,0.0,0.0,0.0
LINK/USD,2023-09-24 00:21:00+00:00,7.152465,7.1633,7.152465,7.1633,0.0,0.0,0.0
LINK/USD,2023-09-24 00:22:00+00:00,7.16893,7.16893,7.155295,7.155295,0.0,0.0,0.0
LINK/USD,2023-09-24 00:23:00+00:00,7.15867,7.16002,7.15867,7.16002,0.0,0.0,0.0
LINK/USD,2023-09-24 00:24:00+00:00,7.1541,7.1541,7.1541,7.1541,0.0,0.0,0.0
LINK/USD,2023-09-24 00:25:00+00:00,7.165145,7.165145,7.161655,7.161655,0.0,0.0,0.0
LINK/USD,2023-09-24 00:27:00+00:00,7.160245,7.160245,7.160245,7.160245,0.0,0.0,0.0
LINK/USD,2023-09-24 00:28:00+00:00,7.1512,7.152055,7.14871,7.14871,0.0,0.0,0.0
LINK/USD,2023-09-24 00:30:00+00:00,7.1525,7.1525,7.1506,7.1506,0.0,0.0,0.0
LINK/USD,2023-09-24 00:31:00+00:00,7.1479,7.1479,7.1479,7.1479,0.0,0.0,0.0
