symbol,timestamp,open,high,low,close,volume,trade_count,vwap
TSLA,2023-10-04 18:06:00+00:00,256.6399,256.8662,256.62,256.8,86200.0,1170.0,256.756285
TSLA,2023-10-04 18:07:00+00:00,256.76,256.85,256.62,256.62,102500.0,1152.0,256.693943
TSLA,2023-10-04 18:08:00+00:00,256.63,256.9599,256.62,256.8799,148347.0,1307.0,256.773003
TSLA,2023-10-04 18:09:00+00:00,256.85,256.8799,256.55,256.7199,152759.0,1384.0,256.69622
TSLA,2023-10-04 18:10:00+00:00,256.685,256.8445,256.5801,256.8032,134028.0,1253.0,256.729346
TSLA,2023-10-04 18:11:00+00:00,256.83,256.9376,256.75,256.78,128987.0,1204.0,256.833521
TSLA,2023-10-04 18:12:00+00:00,256.83,257.09,256.83,257.0299,225732.0,1888.0,256.989637
TSLA,2023-10-04 18:13:00+00:00,257.01,257.43,257.01,257.339,262362.0,2382.0,257.296186
TSLA,2023-10-04 18:14:00+00:00,257.3227,257.41,257.23,257.3,157180.0,1412.0,257.319412
TSLA,2023-10-04 18:15:00+00:00,257.3099,257.7599,257.3,257.5488,274392.0,2746.0,257.524059
TSLA,2023-10-04 18:16:00+00:00,257.53,257.6361,257.36,257.5,194358.0,1855.0,257.502291
TSLA,2023-10-04 18:17:00+00:00,257.47,257.66,257.44,257.58,99513.0,1111.0,257.590047
TSLA,2023-10-04 18:18:00+00:00,257.58,257.75,257.48,257.74,156787.0,1294.0,257.635683
TSLA,2023-10-04 18:19:00+00:00,257.71,257.82,257.61,257.74,196872.0,1483.0,257.735161
TSLA,2023-10-04 18:20:00+00:00,257.745,257.84,257.66,257.735,140954.0,1282.0,257.749073
TSLA,2023-10-04 18:21:00+00:00,257.72,257.87,257.6,257.8476,184208.0,1584.0,257.737362
TSLA,2023-10-04 18:22:00+00:00,257.82,257.8999,257.72,257.77,133890.0,1357.0,257.810097
TSLA,2023-10-04 18:23:00+00:00,257.7557,257.846,257.71,257.76,107985.0,1207.0,257.769158
TSLA,2023-10-04 18:24:00+00:00,257.74,257.74,257.0895,257.23,323588.0,2978.0,257.395891
TSLA,2023-10-04 18:25:00+00:00,257.25,257.74,257.1501,257.502,247375.0,2222.0,257.403502
TSLA,2023-10-04 18:26:00+00:00,257.5064,257.75,257.5,257.6601,125707.0,1113.0,257.645875
TSLA,2023-10-04 18:27:00+00:00,257.675,257.99,257.62,257.9057,244380.0,2027.0,257.84273
