Roi,Fast Period,Slow Period,high & low Period,high & low Error,Gain Value
0.011446455799999748,2,14,8,0.1,1.5
0.013578455799999731,2,14,8,0.1,2.0
0.01812845579999973,2,14,8,0.1,2.5
0.023236935799999796,2,14,8,0.1,3.0
0.014186595799999807,2,14,8,0.1,3.5
0.01620887579999999,2,14,8,0.1,4.0
0.015804318399999896,2,14,8,0.2,1.5
0.013377478399999766,2,14,8,0.2,2.0
0.01825923839999999,2,14,8,0.2,2.5
0.023061958399999808,2,14,8,0.2,3.0
0.013738875799999871,2,14,8,0.2,3.5
0.016029475800000095,2,14,8,0.2,4.0
0.013442475800000084,2,14,8,0.3,1.5
0.011301635799999989,2,14,8,0.3,2.0
0.025310955800000094,2,14,8,0.3,2.5
0.027871435799999962,2,14,8,0.3,3.0
0.013630195799999958,2,14,8,0.3,3.5
0.016029475800000095,2,14,8,0.3,4.0
0.013442475800000084,2,14,8,0.4,1.5
0.011301635799999989,2,14,8,0.4,2.0
0.025310955800000094,2,14,8,0.4,2.5
0.027871435799999962,2,14,8,0.4,3.0
0.013630195799999958,2,14,8,0.4,3.5
0.016029475800000095,2,14,8,0.4,4.0
0.013460285799999912,2,14,8,0.5,1.5
0.01246955579999996,2,14,8,0.5,2.0
0.025261555800000002,2,14,8,0.5,2.5
0.027822035799999874,2,14,8,0.5,3.0
